"1999 - 2000 County to County Migration Inflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
Alaska,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
02,000,96,000,AK,"Total Mig - US & For",19653,38740,658570
02,000,97,000,AK,"Total Mig - US",19064,37507,642424
02,000,97,001,AK,"Total Mig - US Same St",6415,12580,246522
02,000,97,003,AK,"Total Mig - US Diff St",12649,24927,395902
02,000,98,000,AK,"Total Mig - Foreign",589,1233,16146
02,013,96,000,AK,"Aleutians East Tot Mig-US & For",123,182,3151
02,013,97,000,AK,"Aleutians East Tot Mig-US",123,182,3151
02,013,97,001,AK,"Aleutians East Tot Mig-Same St",37,63,1111
02,013,97,003,AK,"Aleutians East Tot Mig-Diff St",86,119,2040
02,013,02,013,AK,"Aleutians East Non-Migrants",535,1051,21540
02,013,02,020,AK,"Anchorage Borough",12,15,251
02,013,58,000,SS,"Other Flows - Same State",25,48,860
02,013,59,000,DS,"Other Flows - Diff State",86,119,2040
02,016,96,000,AK,"Aleutians West Tot Mig-US & For",254,434,7800
02,016,97,000,AK,"Aleutians West Tot Mig-US",254,434,7800
02,016,97,001,AK,"Aleutians West Tot Mig-Same St",58,114,2716
02,016,97,003,AK,"Aleutians West Tot Mig-Diff St",196,320,5084
02,016,02,016,AK,"Aleutians West Non-Migrants",1278,2642,61472
02,016,02,020,AK,"Anchorage Borough",29,55,1474
02,016,53,033,WA,"King County",22,36,1002
02,016,06,037,CA,"Los Angeles County",17,29,380
02,016,06,029,CA,"Kern County",14,24,292
02,016,15,003,HI,"Honolulu County",13,17,181
02,016,58,000,SS,"Other Flows - Same State",29,59,1242
02,016,59,000,DS,"Other Flows - Diff State",130,214,3229
02,020,96,000,AK,"Anchorage Borou Tot Mig-US & For",7911,15245,279576
02,020,97,000,AK,"Anchorage Borou Tot Mig-US",7572,14488,269768
02,020,97,001,AK,"Anchorage Borou Tot Mig-Same St",2131,3881,78555
02,020,97,003,AK,"Anchorage Borou Tot Mig-Diff St",5441,10607,191213
02,020,98,000,AK,"Anchorage Borou Tot Mig-Foreign",339,757,9808
02,020,02,020,AK,"Anchorage Borou Non-Migrants",85589,185249,4933332
02,020,02,170,AK,"Matanuska Susitna Bo",457,784,16237
02,020,02,090,AK,"Fairbanks North Star",382,738,16571
02,020,02,122,AK,"Kenai Peninsula Boro",329,572,10747
02,020,57,005,FR,"Foreign - APO/FPO ZIPs",241,615,8380
02,020,53,033,WA,"King County",188,287,7283
02,020,02,110,AK,"Juneau Borough",112,189,4395
02,020,04,013,AZ,"Maricopa County",112,187,3483
02,020,02,050,AK,"Bethel Census Area",109,193,3500
02,020,02,150,AK,"Kodiak Island Boroug",101,182,3203
02,020,06,037,CA,"Los Angeles County",94,183,2720
02,020,02,261,AK,"Valdez Cordova Censu",89,137,2919
02,020,15,003,HI,"Honolulu County",78,179,2842
02,020,02,180,AK,"Nome Census Area",71,135,2599
02,020,02,188,AK,"Northwest Arctic Bor",67,144,3296
02,020,53,053,WA,"Pierce County",65,148,2499
02,020,48,029,TX,"Bexar County",63,139,2239
02,020,37,051,NC,"Cumberland County",62,162,1525
02,020,53,061,WA,"Snohomish County",55,94,2140
02,020,32,003,NV,"Clark County",54,125,1911
02,020,48,201,TX,"Harris County",53,103,3302
02,020,37,191,NC,"Wayne County",52,133,1626
02,020,12,091,FL,"Okaloosa County",49,128,1701
02,020,41,051,OR,"Multnomah County",49,63,1607
02,020,53,063,WA,"Spokane County",48,86,1573
02,020,02,185,AK,"North Slope Borough",47,93,2507
02,020,02,016,AK,"Aleutians West Censu",46,79,1735
02,020,06,073,CA,"San Diego County",46,82,2267
02,020,08,041,CO,"El Paso County",44,103,1705
02,020,12,005,FL,"Bay County",44,109,1594
02,020,51,059,VA,"Fairfax County",42,110,3073
02,020,06,067,CA,"Sacramento County",40,69,1482
02,020,02,130,AK,"Ketchikan Gateway Bo",39,62,1292
02,020,49,035,UT,"Salt Lake County",37,64,1136
02,020,02,070,AK,"Dillingham Census Ar",36,74,1195
02,020,40,109,OK,"Oklahoma County",36,100,1447
02,020,48,485,TX,"Wichita County",36,72,843
02,020,04,019,AZ,"Pima County",34,75,1041
02,020,06,059,CA,"Orange County",33,58,1416
02,020,35,001,NM,"Bernalillo County",33,72,1601
02,020,02,240,AK,"Southeast Fairbanks",32,74,828
02,020,02,270,AK,"Wade Hampton Census",32,73,843
02,020,06,095,CA,"Solano County",30,80,1134
02,020,41,039,OR,"Lane County",30,56,831
02,020,02,220,AK,"Sitka Borough",29,54,1789
02,020,28,047,MS,"Harrison County",29,73,817
02,020,17,031,IL,"Cook County",28,45,1296
02,020,02,164,AK,"Lake And Peninsula B",27,69,674
02,020,02,290,AK,"Yukon Koyukuk Census",27,48,729
