"1993 - 1994 County to County Migration Inflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
Minnesota,,,,,,of,of,total
State,County,State,County,State,"State totals, county totals,",returns,exemptions,money
"FIPS Code",,,,,"and county by county detail",,,income
27,1,0,1,Mn,"Aitkin (Total Migrant)",376,820,10208
27,1,27,53,Mn,Hennepin,70,137,2193
27,1,27,3,Mn,Anoka,28,64,1710
27,1,27,123,Mn,Ramsey,27,52,759
27,1,27,35,Mn,"Crow Wing",24,46,403
27,1,27,61,Mn,Itasca,20,46,406
27,1,27,137,Mn,"St. Louis",19,32,384
27,1,27,95,Mn,"Mille Lacs",14,30,287
27,1,27,17,Mn,Carlton,13,27,301
27,1,27,37,Mn,Dakota,10,22,719
27,1,63,10,XX,"Same State",70,178,1396
27,1,63,11,XX,"Region 1: Northeast",10,20,292
27,1,63,12,XX,"Region 2: Midwest",26,64,501
27,1,63,13,XX,"Region 3: South",16,48,415
27,1,63,14,XX,"Region 4: West",29,54,442
27,1,63,50,Mn,"County Non-Migrant",4204,9771,100208
27,3,0,1,Mn,"Anoka (Total Migrant)",9488,18354,280959
27,3,27,53,Mn,Hennepin,3773,7261,113797
27,3,27,123,Mn,Ramsey,2076,4022,68408
27,3,27,163,Mn,Washington,333,655,11346
27,3,27,37,Mn,Dakota,278,555,8896
27,3,27,141,Mn,Sherburne,177,338,4379
27,3,27,59,Mn,Isanti,174,334,4270
27,3,27,25,Mn,Chisago,152,273,3431
27,3,27,171,Mn,Wright,122,254,3175
27,3,27,145,Mn,Stearns,103,166,1983
27,3,27,137,Mn,"St. Louis",89,138,1594
27,3,6,73,Ca,"San Diego",49,93,1197
27,3,27,95,Mn,"Mille Lacs",46,85,1201
27,3,57,5,FR,"APO / FPO Zip Code",35,71,622
27,3,17,31,Il,Cook,33,63,796
27,3,27,139,Mn,Scott,33,76,1165
27,3,38,17,ND,Cass,32,62,783
27,3,27,35,Mn,"Crow Wing",31,53,722
27,3,4,13,Az,Maricopa,31,58,1159
