"2001 - 2002 County to County Migration Inflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
Delaware,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
10,000,96,000,DE,"Total Mig - US & For",17644,32572,819008
10,000,97,000,DE,"Total Mig - US",17132,31713,798806
10,000,97,001,DE,"Total Mig - US Same St",3066,5723,109959
10,000,97,003,DE,"Total Mig - US Diff St",14066,25990,688847
10,000,98,000,DE,"Total Mig - Foreign",512,859,20202
10,001,96,000,DE,"Kent County Tot Mig-US & For",3695,7486,119626
10,001,97,000,DE,"Kent County Tot Mig-US",3581,7187,115739
10,001,97,001,DE,"Kent County Tot Mig-Same St",1244,2502,41401
10,001,97,003,DE,"Kent County Tot Mig-Diff St",2337,4685,74338
10,001,98,000,DE,"Kent County Tot Mig-Foreign",114,299,3888
10,001,10,001,DE,"Kent County Non-Migrants",46982,102818,2040800
10,001,10,005,DE,"Sussex County",622,1281,17644
10,001,24,011,MD,"Caroline County",88,178,2260
10,001,42,101,PA,"Philadelphia County",50,101,1346
10,001,24,033,MD,"Prince George's Coun",47,88,1339
10,001,24,029,MD,"Kent County",38,90,1063
10,001,34,005,NJ,"Burlington County",37,83,1577
10,001,24,015,MD,"Cecil County",34,70,1108
10,001,42,045,PA,"Delaware County",34,66,1092
10,001,36,047,NY,"Kings County",33,63,660
10,001,24,003,MD,"Anne Arundel County",30,67,1289
10,001,24,035,MD,"Queen Anne's County",28,51,848
10,001,24,005,MD,"Baltimore County",27,42,983
10,001,51,059,VA,"Fairfax County",23,47,1531
10,001,34,007,NJ,"Camden County",21,47,951
10,001,24,045,MD,"Wicomico County",19,32,484
10,001,36,081,NY,"Queens County",18,37,552
10,001,42,071,PA,"Lancaster County",18,27,506
10,001,48,029,TX,"Bexar County",18,53,685
10,001,04,013,AZ,"Maricopa County",17,38,538
10,001,24,025,MD,"Harford County",17,39,639
10,001,28,047,MS,"Harrison County",17,24,301
10,001,34,025,NJ,"Monmouth County",17,33,551
10,001,36,005,NY,"Bronx County",17,36,329
10,001,08,041,CO,"El Paso County",15,45,442
10,001,34,015,NJ,"Gloucester County",15,21,417
10,001,51,810,VA,"Virginia Beach",15,32,455
10,001,34,001,NJ,"Atlantic County",14,30,651
10,001,36,103,NY,"Suffolk County",13,25,333
10,001,37,051,NC,"Cumberland County",13,37,349
10,001,42,029,PA,"Chester County",13,30,447
10,001,42,091,PA,"Montgomery County",13,26,575
10,001,51,700,VA,"Newport News",13,30,345
10,001,06,037,CA,"Los Angeles County",12,18,275
10,001,24,510,MD,Baltimore,12,16,355
10,001,42,003,PA,"Allegheny County",12,23,347
10,001,42,017,PA,"Bucks County",12,25,541
10,001,48,485,TX,"Wichita County",12,33,410
10,001,53,053,WA,"Pierce County",12,33,410
10,001,06,095,CA,"Solano County",11,38,666
10,001,42,011,PA,"Berks County",11,22,280
10,001,12,009,FL,"Brevard County",10,19,281
10,001,17,163,IL,"St Clair County",10,35,462
10,001,24,017,MD,"Charles County",10,22,543
10,001,24,031,MD,"Montgomery County",10,18,317
10,001,32,003,NV,"Clark County",10,21,345
10,001,34,033,NJ,"Salem County",10,15,368
10,001,58,000,SS,"Other Flows - Same State",622,1221,23757
10,001,59,000,DS,"Other Flows - Diff State",1411,2759,44093
10,001,59,001,DS,"Other Flows - Northeast",352,599,10796
10,001,59,003,DS,"Other Flows - Midwest",174,334,5453
10,001,59,005,DS,"Other Flows - South",695,1414,21858
10,001,59,007,DS,"Other Flows - West",190,412,5985
10,001,57,009,FR,"Foreign - Other flows",114,299,3888
10,003,96,000,DE,"New Castle Coun Tot Mig-US & For",9701,17324,500815
10,003,97,000,DE,"New Castle Coun Tot Mig-US",9328,16804,485449
