"2001 - 2002 County to County Migration Outflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Vermont,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
50,000,96,000,VT,"Total Mig - US & For",16413,26460,589090
50,000,97,000,VT,"Total Mig - US",16146,26084,582200
50,000,97,001,VT,"Total Mig - US Same St",6373,10481,210100
50,000,97,003,VT,"Total Mig - US Diff St",9773,15603,372100
50,000,98,000,VT,"Total Mig - Foreign",267,376,6890
50,001,96,000,VT,"Addison County Tot Mig-US & For",918,1469,28989
50,001,97,000,VT,"Addison County Tot Mig-US",902,1449,28859
50,001,97,001,VT,"Addison County Tot Mig-Same St",468,770,14032
50,001,97,003,VT,"Addison County Tot Mig-Diff St",434,679,14827
50,001,98,000,VT,"Addison County Tot Mig-Foreign",16,20,130
50,001,50,001,VT,"Addison County Non-Migrants",12962,28053,587360
50,001,50,007,VT,"Chittenden County",236,370,7321
50,001,50,021,VT,"Rutland County",97,159,2549
50,001,50,023,VT,"Washington County",47,79,1485
50,001,50,027,VT,"Windsor County",26,45,610
50,001,36,031,NY,"Essex County",25,36,510
50,001,50,017,VT,"Orange County",15,27,565
50,001,25,017,MA,"Middlesex County",13,16,458
50,001,50,011,VT,"Franklin County",11,26,320
50,001,50,015,VT,"Lamoille County",11,16,294
50,001,36,047,NY,"Kings County",10,10,239
50,001,36,061,NY,"New York County",10,10,315
50,001,58,000,SS,"Other Flows - Same State",25,48,887
50,001,59,000,DS,"Other Flows - Diff State",376,607,13305
50,001,59,001,DS,"Other Flows - Northeast",146,233,5053
50,001,59,003,DS,"Other Flows - Midwest",21,43,898
50,001,59,005,DS,"Other Flows - South",152,260,4761
50,001,59,007,DS,"Other Flows - West",57,71,2593
50,001,57,009,FR,"Foreign - Other flows",16,20,130
50,003,96,000,VT,"Bennington Coun Tot Mig-US & For",868,1400,35304
50,003,97,000,VT,"Bennington Coun Tot Mig-US",845,1374,34697
50,003,97,001,VT,"Bennington Coun Tot Mig-Same St",189,303,8380
50,003,97,003,VT,"Bennington Coun Tot Mig-Diff St",656,1071,26317
50,003,98,000,VT,"Bennington Coun Tot Mig-Foreign",23,26,607
50,003,50,003,VT,"Bennington Coun Non-Migrants",13935,28820,629327
50,003,36,083,NY,"Rensselaer County",58,117,1775
50,003,50,021,VT,"Rutland County",57,109,1779
50,003,25,003,MA,"Berkshire County",56,111,2472
50,003,50,025,VT,"Windham County",49,79,4030
50,003,50,007,VT,"Chittenden County",39,48,1194
50,003,36,115,NY,"Washington County",31,47,835
50,003,36,061,NY,"New York County",15,16,508
50,003,36,001,NY,"Albany County",14,24,350
50,003,50,027,VT,"Windsor County",12,18,462
50,003,04,013,AZ,"Maricopa County",11,15,374
50,003,36,047,NY,"Kings County",11,11,233
50,003,36,091,NY,"Saratoga County",10,14,312
50,003,50,023,VT,"Washington County",10,15,307
50,003,58,000,SS,"Other Flows - Same State",22,34,607
50,003,59,000,DS,"Other Flows - Diff State",450,716,19459
50,003,59,001,DS,"Other Flows - Northeast",209,330,7938
50,003,59,003,DS,"Other Flows - Midwest",24,41,1062
50,003,59,005,DS,"Other Flows - South",173,288,9256
50,003,59,007,DS,"Other Flows - West",44,57,1203
50,003,57,009,FR,"Foreign - Other flows",23,26,607
50,005,96,000,VT,"Caledonia Count Tot Mig-US & For",704,1171,18880
50,005,97,000,VT,"Caledonia Count Tot Mig-US",704,1171,18880
50,005,97,001,VT,"Caledonia Count Tot Mig-Same St",306,514,8532
50,005,97,003,VT,"Caledonia Count Tot Mig-Diff St",398,657,10348
50,005,50,005,VT,"Caledonia Count Non-Migrants",10659,22906,412444
50,005,50,019,VT,"Orleans County",53,85,1185
50,005,50,023,VT,"Washington County",52,86,1508
50,005,50,007,VT,"Chittenden County",48,65,1380
50,005,33,009,NH,"Grafton County",40,71,1037
50,005,50,009,VT,"Essex County",40,68,970
50,005,50,015,VT,"Lamoille County",31,55,706
50,005,50,017,VT,"Orange County",30,54,920
50,005,50,027,VT,"Windsor County",17,34,372
