"2001 - 2002 County to County Migration Outflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Wisconsin,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
55,000,96,000,WI,"Total Mig - US & For",130587,226631,5118843
55,000,97,000,WI,"Total Mig - US",129514,224960,5092227
55,000,97,001,WI,"Total Mig - US Same St",84300,145515,3139873
55,000,97,003,WI,"Total Mig - US Diff St",45214,79445,1952354
55,000,98,000,WI,"Total Mig - Foreign",1073,1671,26616
55,001,96,000,WI,"Adams County Tot Mig-US & For",701,1205,19742
55,001,97,000,WI,"Adams County Tot Mig-US",701,1205,19742
55,001,97,001,WI,"Adams County Tot Mig-Same St",514,878,14010
55,001,97,003,WI,"Adams County Tot Mig-Diff St",187,327,5732
55,001,55,001,WI,"Adams County Non-Migrants",8059,17176,302350
55,001,55,111,WI,"Sauk County",91,171,2323
55,001,55,021,WI,"Columbia County",61,90,1630
55,001,55,141,WI,"Wood County",52,81,1170
55,001,55,025,WI,"Dane County",51,67,1655
55,001,55,077,WI,"Marquette County",39,73,1184
55,001,55,057,WI,"Juneau County",37,68,803
55,001,55,079,WI,"Milwaukee County",23,36,581
55,001,55,097,WI,"Portage County",19,31,615
55,001,55,137,WI,"Waushara County",15,24,331
55,001,55,133,WI,"Waukesha County",10,15,371
55,001,58,000,SS,"Other Flows - Same State",116,222,3347
55,001,59,000,DS,"Other Flows - Diff State",187,327,5732
55,003,96,000,WI,"Ashland County Tot Mig-US & For",454,760,12408
55,003,97,000,WI,"Ashland County Tot Mig-US",454,760,12408
55,003,97,001,WI,"Ashland County Tot Mig-Same St",280,487,7110
55,003,97,003,WI,"Ashland County Tot Mig-Diff St",174,273,5297
55,003,55,003,WI,"Ashland County Non-Migrants",6488,14296,243350
55,003,55,007,WI,"Bayfield County",89,158,2602
55,003,55,099,WI,"Price County",19,36,509
55,003,55,031,WI,"Douglas County",17,29,522
55,003,55,079,WI,"Milwaukee County",12,17,267
55,003,27,053,MN,"Hennepin County",10,15,182
55,003,55,025,WI,"Dane County",10,12,240
55,003,58,000,SS,"Other Flows - Same State",133,235,2970
55,003,59,000,DS,"Other Flows - Diff State",164,258,5115
55,003,59,001,DS,"Other Flows - Northeast",13,18,233
55,003,59,003,DS,"Other Flows - Midwest",82,114,2204
55,003,59,005,DS,"Other Flows - South",36,69,1220
55,003,59,007,DS,"Other Flows - West",33,57,1459
55,005,96,000,WI,"Barron County Tot Mig-US & For",1125,1964,38111
55,005,97,000,WI,"Barron County Tot Mig-US",1125,1964,38111
55,005,97,001,WI,"Barron County Tot Mig-Same St",721,1252,20345
55,005,97,003,WI,"Barron County Tot Mig-Diff St",404,712,17766
55,005,55,005,WI,"Barron County Non-Migrants",17944,39660,841558
55,005,55,035,WI,"Eau Claire County",86,142,2047
55,005,55,095,WI,"Polk County",82,154,2187
55,005,55,017,WI,"Chippewa County",78,142,2535
55,005,55,033,WI,"Dunn County",74,128,1949
55,005,55,129,WI,"Washburn County",67,110,1817
55,005,27,053,MN,"Hennepin County",50,71,1158
55,005,55,109,WI,"St Croix County",42,70,1413
55,005,55,107,WI,"Rusk County",37,74,849
55,005,55,025,WI,"Dane County",31,38,806
55,005,27,123,MN,"Ramsey County",23,30,492
55,005,55,113,WI,"Sawyer County",20,29,418
55,005,55,093,WI,"Pierce County",19,24,381
55,005,55,013,WI,"Burnett County",18,28,416
55,005,55,031,WI,"Douglas County",16,29,513
55,005,27,003,MN,"Anoka County",14,24,492
55,005,27,037,MN,"Dakota County",14,25,283
55,005,27,163,MN,"Washington County",13,20,533
55,005,55,079,WI,"Milwaukee County",12,20,182
55,005,55,105,WI,"Rock County",10,20,299
55,005,58,000,SS,"Other Flows - Same State",129,244,4532
55,005,59,000,DS,"Other Flows - Diff State",290,542,14809
55,005,59,001,DS,"Other Flows - Northeast",10,18,316
55,005,59,003,DS,"Other Flows - Midwest",142,284,10306
55,005,59,005,DS,"Other Flows - South",72,137,2504
55,005,59,007,DS,"Other Flows - West",66,103,1684
55,007,96,000,WI,"Bayfield County Tot Mig-US & For",383,667,11357
55,007,97,000,WI,"Bayfield County Tot Mig-US",383,667,11357
