"2002-2003 County To County Migration  Outflows",,,,,,Wyoming,,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Wyoming,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
,,,,,,,,
56,000,96,000,WY,"Total Mig - US & For",16321,30994,513737
56,000,97,000,WY,"Total Mig - US",16025,30460,504849
56,000,97,001,WY,"Total Mig - US Same St",4897,9487,153160
56,000,97,003,WY,"Total Mig - US Diff St",11128,20973,351689
56,000,98,000,WY,"Total Mig - Foreign",296,534,8888
56,001,96,000,WY,"Albany County Tot Mig-US & For",1602,2774,42096
56,001,97,000,WY,"Albany County Tot Mig-US",1571,2730,41586
56,001,97,001,WY,"Albany County Tot Mig-Same St",475,821,11495
56,001,97,003,WY,"Albany County Tot Mig-Diff St",1096,1909,30092
56,001,98,000,WY,"Albany County Tot Mig-Foreign",31,44,510
56,001,56,001,WY,"Albany County Non-Migrants",9921,19749,447126
56,001,56,021,WY,"Laramie County",158,286,4487
56,001,08,069,CO,"Larimer County",74,124,2386
56,001,56,025,WY,"Natrona County",47,90,1249
56,001,56,013,WY,"Fremont County",37,62,659
56,001,56,007,WY,"Carbon County",35,53,636
56,001,56,005,WY,"Campbell County",34,48,705
56,001,08,031,CO,"Denver County",25,32,552
56,001,56,037,WY,"Sweetwater County",24,34,373
56,001,56,033,WY,"Sheridan County",22,40,440
56,001,56,029,WY,"Park County",21,36,749
56,001,04,013,AZ,"Maricopa County",20,38,681
56,001,08,005,CO,"Arapahoe County",20,33,548
56,001,08,001,CO,"Adams County",19,36,426
56,001,08,123,CO,"Weld County",19,34,483
56,001,08,013,CO,"Boulder County",18,29,901
56,001,56,031,WY,"Platte County",14,34,347
56,001,06,037,CA,"Los Angeles County",12,18,306
56,001,08,059,CO,"Jefferson County",12,16,275
56,001,30,031,MT,"Gallatin County",12,18,320
56,001,49,035,UT,"Salt Lake County",12,24,268
56,001,53,033,WA,"King County",12,23,236
56,001,31,157,NE,"Scotts Bluff County",11,19,246
56,001,32,003,NV,"Clark County",11,17,160
56,001,56,023,WY,"Lincoln County",11,20,146
56,001,56,041,WY,"Uinta County",11,15,249
56,001,06,073,CA,"San Diego County",10,13,198
56,001,08,041,CO,"El Paso County",10,10,118
56,001,56,015,WY,"Goshen County",10,13,178
56,001,56,039,WY,"Teton County",10,17,264
56,001,58,000,SS,"Other Flows - Same State",41,73,1013
56,001,59,000,DS,"Other Flows - Diff State",799,1425,21989
56,001,59,001,DS,"Other Flows - Northeast",67,110,1711
56,001,59,003,DS,"Other Flows - Midwest",193,327,4996
56,001,59,005,DS,"Other Flows - South",195,367,6037
56,001,59,007,DS,"Other Flows - West",344,621,9246
56,001,57,009,FR,"Foreign - Other flows",31,44,510
56,003,96,000,WY,"Big Horn County Tot Mig-US & For",302,578,7536
56,003,97,000,WY,"Big Horn County Tot Mig-US",302,578,7536
56,003,97,001,WY,"Big Horn County Tot Mig-Same St",157,315,4141
56,003,97,003,WY,"Big Horn County Tot Mig-Diff St",145,263,3394
56,003,56,003,WY,"Big Horn County Non-Migrants",3325,8149,120619
56,003,56,029,WY,"Park County",59,125,1622
56,003,56,001,WY,"Albany County",21,37,385
56,003,56,043,WY,"Washakie County",20,36,648
56,003,30,111,MT,"Yellowstone County",14,20,310
56,003,58,000,SS,"Other Flows - Same State",57,117,1487
56,003,59,000,DS,"Other Flows - Diff State",131,243,3084
56,005,96,000,WY,"Campbell County Tot Mig-US & For",1180,2290,38753
56,005,97,000,WY,"Campbell County Tot Mig-US",1164,2261,38058
56,005,97,001,WY,"Campbell County Tot Mig-Same St",397,787,14446
56,005,97,003,WY,"Campbell County Tot Mig-Diff St",767,1474,23612
56,005,98,000,WY,"Campbell County Tot Mig-Foreign",16,29,695
56,005,56,005,WY,"Campbell County Non-Migrants",12565,29957,709042
56,005,56,025,WY,"Natrona County",65,129,1907
56,005,56,033,WY,"Sheridan County",64,114,2338
56,005,56,011,WY,"Crook County",44,99,1869
56,005,46,103,SD,"Pennington County",42,57,865
56,005,56,045,WY,"Weston County",39,81,1812
56,005,30,111,MT,"Yellowstone County",33,66,1264
56,005,56,001,WY,"Albany County",31,41,1073
56,005,46,081,SD,"Lawrence County",30,50,706
56,005,56,037,WY,"Sweetwater County",27,77,1042
56,005,56,009,WY,"Converse County",26,54,1053
56,005,56,019,WY,"Johnson County",21,44,660
56,005,46,019,SD,"Butte County",17,38,631
56,005,04,013,AZ,"Maricopa County",16,24,421
56,005,56,021,WY,"Laramie County",15,23,277
56,005,56,029,WY,"Park County",13,22,373
56,005,08,059,CO,"Jefferson County",11,13,191
56,005,58,000,SS,"Other Flows - Same State",52,103,2042
56,005,59,000,DS,"Other Flows - Diff State",618,1226,19534
56,005,59,001,DS,"Other Flows - Northeast",10,19,269
56,005,59,003,DS,"Other Flows - Midwest",170,334,5010
56,005,59,005,DS,"Other Flows - South",127,274,4917
56,005,59,007,DS,"Other Flows - West",311,599,9339
56,005,57,009,FR,"Foreign - Other flows",16,29,695
56,007,96,000,WY,"Carbon County Tot Mig-US & For",557,1136,18933
