"2002-2003 County To County Migration  Outflows",,,,,,"District of Columbia",,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
"District of Columbia",,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
,,,,,,,,
11,000,96,000,DC,"Total Mig - US & For",24495,40320,1266068
11,000,97,000,DC,"Total Mig - US",23592,38692,1219165
11,000,97,003,DC,"Total Mig - US Diff St",23592,38692,1219165
11,000,98,000,DC,"Total Mig - Foreign",903,1628,46903
11,001,96,000,DC,"District Of Col Tot Mig-US & For",24495,40320,1266068
11,001,97,000,DC,"District Of Col Tot Mig-US",23592,38692,1219165
11,001,97,003,DC,"District Of Col Tot Mig-Diff St",23592,38692,1219165
11,001,98,000,DC,"District Of Col Tot Mig-Foreign",903,1628,46903
11,001,11,001,DC,"District Of Col Non-Migrants",202074,352158,11441971
11,001,24,033,MD,"Prince George's Coun",5663,11551,183861
11,001,24,031,MD,"Montgomery County",3123,5363,209374
11,001,51,013,VA,"Arlington County",1793,2262,99928
11,001,51,059,VA,"Fairfax County",1418,2357,101307
11,001,51,510,VA,Alexandria,809,1090,42918
11,001,36,061,NY,"New York County",653,744,51635
11,001,51,107,VA,"Loudoun County",524,1282,46041
11,001,57,005,FR,"Foreign - APO/FPO ZIPs",428,946,26094
11,001,06,037,CA,"Los Angeles County",305,367,14451
11,001,17,031,IL,"Cook County",239,274,11882
11,001,24,510,MD,Baltimore,224,328,11778
11,001,24,003,MD,"Anne Arundel County",220,350,13672
11,001,51,153,VA,"Prince William Count",214,446,8409
11,001,36,047,NY,"Kings County",205,241,7545
11,001,24,017,MD,"Charles County",195,451,8136
11,001,42,101,PA,"Philadelphia County",194,233,9354
11,001,25,017,MA,"Middlesex County",177,220,9131
11,001,06,075,CA,"San Francisco County",158,173,9229
11,001,06,073,CA,"San Diego County",150,210,7002
11,001,25,025,MA,"Suffolk County",146,165,8027
11,001,53,033,WA,"King County",139,170,5915
11,001,24,027,MD,"Howard County",134,221,6850
11,001,12,086,FL,"Miami Dade County",131,183,9472
11,001,24,005,MD,"Baltimore County",104,153,4385
11,001,36,081,NY,"Queens County",96,129,2851
11,001,48,201,TX,"Harris County",85,119,3991
11,001,13,121,GA,"Fulton County",84,122,6518
11,001,06,001,CA,"Alameda County",81,99,4053
11,001,12,011,FL,"Broward County",80,108,4663
11,001,42,003,PA,"Allegheny County",74,83,2505
11,001,04,013,AZ,"Maricopa County",68,102,3819
11,001,13,089,GA,"De Kalb County",68,77,2916
11,001,37,183,NC,"Wake County",64,99,2917
11,001,24,021,MD,"Frederick County",60,103,2902
11,001,08,031,CO,"Denver County",59,68,3527
