"2002-2003 County To County Migration  Inflows",,,,,,"North Carolina",,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
"North Carolina",,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
,,,,,,,,
37,000,96,000,NC,"Total Mig - US & For",230745,443675,8690601
37,000,97,000,NC,"Total Mig - US",224570,432769,8535575
37,000,97,001,NC,"Total Mig - US Same St",120554,230689,4156884
37,000,97,003,NC,"Total Mig - US Diff St",104016,202080,4378691
37,000,98,000,NC,"Total Mig - Foreign",6175,10906,155026
37,001,96,000,NC,"Alamance County Tot Mig-US & For",2766,5244,95107
37,001,97,000,NC,"Alamance County Tot Mig-US",2730,5196,94668
37,001,97,001,NC,"Alamance County Tot Mig-Same St",1852,3487,62750
37,001,97,003,NC,"Alamance County Tot Mig-Diff St",878,1709,31918
37,001,98,000,NC,"Alamance County Tot Mig-Foreign",36,48,439
37,001,37,001,NC,"Alamance County Non-Migrants",51625,113502,2258796
37,001,37,081,NC,"Guilford County",502,975,16585
37,001,37,135,NC,"Orange County",325,613,12009
37,001,37,063,NC,"Durham County",178,344,7297
37,001,37,033,NC,"Caswell County",100,205,2397
37,001,37,183,NC,"Wake County",99,170,3961
37,001,37,037,NC,"Chatham County",85,150,2690
37,001,37,151,NC,"Randolph County",60,119,1816
37,001,37,157,NC,"Rockingham County",51,90,1358
37,001,37,067,NC,"Forsyth County",49,85,1889
37,001,37,119,NC,"Mecklenburg County",33,52,1446
37,001,37,129,NC,"New Hanover County",31,55,715
37,001,37,057,NC,"Davidson County",30,53,1228
37,001,37,145,NC,"Person County",24,45,727
37,001,37,051,NC,"Cumberland County",22,44,508
37,001,37,035,NC,"Catawba County",16,34,741
37,001,37,133,NC,"Onslow County",15,22,295
37,001,12,011,FL,"Broward County",14,22,490
37,001,37,077,NC,"Granville County",14,31,370
37,001,51,810,VA,"Virginia Beach",13,19,474
37,001,57,005,FR,"Foreign - APO/FPO ZIPs",13,17,189
37,001,37,019,NC,"Brunswick County",12,19,267
37,001,06,073,CA,"San Diego County",11,21,315
37,001,37,085,NC,"Harnett County",11,20,428
37,001,37,101,NC,"Johnston County",11,21,333
37,001,51,143,VA,"Pittsylvania County",10,17,284
37,001,58,000,SS,"Other Flows - Same State",184,340,5690
37,001,59,000,DS,"Other Flows - Diff State",830,1630,30355
37,001,59,001,DS,"Other Flows - Northeast",192,347,6434
37,001,59,003,DS,"Other Flows - Midwest",109,225,4650
37,001,59,005,DS,"Other Flows - South",456,906,16009
37,001,59,007,DS,"Other Flows - West",73,152,3261
37,001,57,009,FR,"Foreign - Other flows",23,31,250
37,003,96,000,NC,"Alexander Count Tot Mig-US & For",860,1712,25152
37,003,97,000,NC,"Alexander Count Tot Mig-US",860,1712,25152
37,003,97,001,NC,"Alexander Count Tot Mig-Same St",688,1372,19747
37,003,97,003,NC,"Alexander Count Tot Mig-Diff St",172,340,5405
37,003,37,003,NC,"Alexander Count Non-Migrants",12322,27415,471749
37,003,37,035,NC,"Catawba County",236,474,7615
37,003,37,097,NC,"Iredell County",156,317,4274
37,003,37,027,NC,"Caldwell County",75,162,2036
37,003,37,193,NC,"Wilkes County",67,133,1639
37,003,37,023,NC,"Burke County",25,42,507
37,003,37,119,NC,"Mecklenburg County",16,26,484
37,003,58,000,SS,"Other Flows - Same State",113,218,3192
37,003,59,000,DS,"Other Flows - Diff State",172,340,5405
37,003,59,001,DS,"Other Flows - Northeast",22,33,798
37,003,59,003,DS,"Other Flows - Midwest",28,53,519
37,003,59,005,DS,"Other Flows - South",103,202,3235
37,003,59,007,DS,"Other Flows - West",19,52,852
37,005,96,000,NC,"Alleghany Count Tot Mig-US & For",197,382,7579
37,005,97,000,NC,"Alleghany Count Tot Mig-US",197,382,7579
37,005,97,001,NC,"Alleghany Count Tot Mig-Same St",118,241,3735
37,005,97,003,NC,"Alleghany Count Tot Mig-Diff St",79,141,3844
37,005,37,005,NC,"Alleghany Count Non-Migrants",3697,8008,126625
37,005,37,193,NC,"Wilkes County",23,48,414
37,005,37,009,NC,"Ashe County",13,28,359
37,005,37,171,NC,"Surry County",11,25,240
37,005,58,000,SS,"Other Flows - Same State",71,140,2722
37,005,59,000,DS,"Other Flows - Diff State",79,141,3844
37,007,96,000,NC,"Anson County Tot Mig-US & For",362,746,8953
37,007,97,000,NC,"Anson County Tot Mig-US",362,746,8953
37,007,97,001,NC,"Anson County Tot Mig-Same St",270,571,6770
