"1997-1998 County To County Migration  Outflows",,,,,,"South Carolina
",,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
"South Carolina
",,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
,,,,,,,,
45,000,96,000,SC,"Total Mig - US & For",93136,181318,2810454
45,000,97,000,SC,"Total Mig - US",91100,177185,2757935
45,000,97,001,SC,"Total Mig - US Same St",47617,92063,1342255
45,000,97,003,SC,"Total Mig - US Diff St",43483,85122,1415681
45,000,98,000,SC,"Total Mig - Foreign",2036,4133,52519
45,001,96,000,SC,"Abbeville Count Tot Mig-US & For",506,979,12185
45,001,97,000,SC,"Abbeville Count Tot Mig-US",506,979,12185
45,001,97,001,SC,"Abbeville Count Tot Mig-Same St",385,757,9524
45,001,97,003,SC,"Abbeville Count Tot Mig-Diff St",121,222,2660
45,001,45,001,SC,"Abbeville Count Non-Migrants",9198,20188,271979
45,001,45,007,SC,"Anderson County",133,286,3403
45,001,45,047,SC,"Greenwood County",121,236,3074
45,001,45,045,SC,"Greenville County",33,63,704
45,001,45,059,SC,"Laurens County",20,42,559
45,001,45,065,SC,"Mccormick County",11,20,211
45,001,13,105,GA,"Elbert County",10,22,293
45,001,45,077,SC,"Pickens County",10,14,228
45,001,45,079,SC,"Richland County",10,15,185
45,001,58,000,SS,"Other Flows - Same State",47,81,1161
45,001,59,000,DS,"Other Flows - Diff State",111,200,2367
45,003,96,000,SC,"Aiken County Tot Mig-US & For",3063,6114,104065
45,003,97,000,SC,"Aiken County Tot Mig-US",3021,6032,103058
45,003,97,001,SC,"Aiken County Tot Mig-Same St",1013,1978,30519
45,003,97,003,SC,"Aiken County Tot Mig-Diff St",2008,4054,72539
45,003,98,000,SC,"Aiken County Tot Mig-Foreign",42,82,1007
45,003,45,003,SC,"Aiken County Non-Migrants",48244,112739,1931982
45,003,13,245,GA,"Richmond County",417,829,9445
45,003,45,063,SC,"Lexington County",205,401,6606
45,003,13,073,GA,"Columbia County",164,324,6123
45,003,45,037,SC,"Edgefield County",153,353,4474
45,003,45,079,SC,"Richland County",128,175,3277
45,003,45,011,SC,"Barnwell County",61,107,1369
45,003,45,019,SC,"Charleston County",54,91,1452
45,003,45,045,SC,"Greenville County",54,102,2264
45,003,37,119,NC,"Mecklenburg County",44,73,1575
45,003,13,089,GA,"De Kalb County",34,57,1087
45,003,45,081,SC,"Saluda County",33,83,768
45,003,45,013,SC,"Beaufort County",32,65,1678
45,003,13,135,GA,"Gwinnett County",31,57,1321
45,003,13,121,GA,"Fulton County",29,42,670
45,003,13,033,GA,"Burke County",26,56,705
45,003,45,047,SC,"Greenwood County",26,59,818
45,003,13,067,GA,"Cobb County",24,47,1042
45,003,45,007,SC,"Anderson County",24,52,650
45,003,45,075,SC,"Orangeburg County",24,48,504
45,003,12,031,FL,"Duval County",21,49,541
45,003,45,015,SC,"Berkeley County",20,45,408
45,003,45,041,SC,"Florence County",19,42,739
45,003,45,051,SC,"Horry County",16,28,529
45,003,45,029,SC,"Colleton County",15,30,690
45,003,37,183,NC,"Wake County",14,27,564
45,003,06,073,CA,"San Diego County",13,26,440
45,003,45,083,SC,"Spartanburg County",13,29,474
45,003,47,093,TN,"Knox County",13,29,703
45,003,13,051,GA,"Chatham County",12,21,311
45,003,47,037,TN,"Davidson County",12,25,354
45,003,12,073,FL,"Leon County",11,21,354
45,003,13,189,GA,"Mcduffie County",11,30,260
45,003,45,009,SC,"Bamberg County",11,24,261
45,003,45,091,SC,"York County",11,24,381
45,003,12,057,FL,"Hillsborough County",10,15,201
