"1997-1998 County To County Migration  Outflows",,,,,,"South Dakota
",,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
"South Dakota
",,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
,,,,,,,,
46,000,96,000,SD,"Total Mig - US & For",23324,45205,644872
46,000,97,000,SD,"Total Mig - US",23027,44574,638618
46,000,97,001,SD,"Total Mig - US Same St",11007,21292,292055
46,000,97,003,SD,"Total Mig - US Diff St",12020,23282,346564
46,000,98,000,SD,"Total Mig - Foreign",297,631,6253
46,003,96,000,SD,"Aurora County Tot Mig-US & For",94,168,2525
46,003,97,000,SD,"Aurora County Tot Mig-US",94,168,2525
46,003,97,001,SD,"Aurora County Tot Mig-Same St",67,114,1805
46,003,97,003,SD,"Aurora County Tot Mig-Diff St",27,54,720
46,003,46,003,SD,"Aurora County Non-Migrants",1161,2806,29236
46,003,46,035,SD,"Davison County",25,46,783
46,003,58,000,SS,"Other Flows - Same State",42,68,1022
46,003,59,000,DS,"Other Flows - Diff State",27,54,720
46,005,96,000,SD,"Beadle County Tot Mig-US & For",649,1343,17789
46,005,97,000,SD,"Beadle County Tot Mig-US",649,1343,17789
46,005,97,001,SD,"Beadle County Tot Mig-Same St",350,709,9297
46,005,97,003,SD,"Beadle County Tot Mig-Diff St",299,634,8492
46,005,46,005,SD,"Beadle County Non-Migrants",6167,13955,218229
46,005,46,099,SD,"Minnehaha County",95,185,2021
46,005,46,029,SD,"Codington County",25,46,723
46,005,46,013,SD,"Brown County",23,39,517
46,005,46,103,SD,"Pennington County",21,38,649
46,005,46,065,SD,"Hughes County",19,40,538
46,005,46,115,SD,"Spink County",19,45,437
46,005,46,035,SD,"Davison County",17,32,458
46,005,46,011,SD,"Brookings County",15,29,393
46,005,27,053,MN,"Hennepin County",14,18,307
46,005,27,105,MN,"Nobles County",14,35,326
46,005,55,139,WI,"Winnebago County",11,30,896
46,005,46,079,SD,"Lake County",10,32,249
46,005,46,111,SD,"Sanborn County",10,18,330
46,005,58,000,SS,"Other Flows - Same State",96,205,2982
46,005,59,000,DS,"Other Flows - Diff State",260,551,6963
46,007,96,000,SD,"Bennett County Tot Mig-US & For",71,154,1724
46,007,97,000,SD,"Bennett County Tot Mig-US",71,154,1724
46,007,97,001,SD,"Bennett County Tot Mig-Same St",32,63,654
46,007,97,003,SD,"Bennett County Tot Mig-Diff St",39,91,1070
46,007,46,007,SD,"Bennett County Non-Migrants",889,2275,21956
46,007,46,103,SD,"Pennington County",14,31,265
46,007,58,000,SS,"Other Flows - Same State",18,32,389
46,007,59,000,DS,"Other Flows - Diff State",39,91,1070
46,009,96,000,SD,"Bon Homme Count Tot Mig-US & For",189,363,5197
46,009,97,000,SD,"Bon Homme Count Tot Mig-US",189,363,5197
46,009,97,001,SD,"Bon Homme Count Tot Mig-Same St",137,272,4062
46,009,97,003,SD,"Bon Homme Count Tot Mig-Diff St",52,91,1135
46,009,46,009,SD,"Bon Homme Count Non-Migrants",2308,5465,66904
46,009,46,135,SD,"Yankton County",37,73,907
46,009,46,099,SD,"Minnehaha County",21,37,1433
46,009,46,065,SD,"Hughes County",11,23,265
46,009,58,000,SS,"Other Flows - Same State",68,139,1458
46,009,59,000,DS,"Other Flows - Diff State",52,91,1135
46,011,96,000,SD,"Brookings Count Tot Mig-US & For",1064,1814,26551
46,011,97,000,SD,"Brookings Count Tot Mig-US",1064,1814,26551
46,011,97,001,SD,"Brookings Count Tot Mig-Same St",449,745,10060
46,011,97,003,SD,"Brookings Count Tot Mig-Diff St",615,1069,16491
