"1997-1998 County To County Migration  Outflows",,,,,,"North Carolina",,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
"North Carolina",,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
,,,,,,,,
37,000,96,000,NC,"Total Mig - US & For",207742,405807,6789842
37,000,97,000,NC,"Total Mig - US",203085,396330,6675418
37,000,97,001,NC,"Total Mig - US Same St",114873,220321,3539405
37,000,97,003,NC,"Total Mig - US Diff St",88212,176009,3136013
37,000,98,000,NC,"Total Mig - Foreign",4657,9477,114424
37,001,96,000,NC,"Alamance County Tot Mig-US & For",2631,4924,83889
37,001,97,000,NC,"Alamance County Tot Mig-US",2605,4877,83262
37,001,97,001,NC,"Alamance County Tot Mig-Same St",1768,3259,56808
37,001,97,003,NC,"Alamance County Tot Mig-Diff St",837,1618,26454
37,001,98,000,NC,"Alamance County Tot Mig-Foreign",26,47,627
37,001,37,001,NC,"Alamance County Non-Migrants",49694,106359,1942934
37,001,37,081,NC,"Guilford County",535,976,17481
37,001,37,135,NC,"Orange County",185,329,5433
37,001,37,183,NC,"Wake County",116,193,4100
37,001,37,033,NC,"Caswell County",110,234,3036
37,001,37,063,NC,"Durham County",107,177,3257
37,001,37,119,NC,"Mecklenburg County",73,121,2803
37,001,37,157,NC,"Rockingham County",66,135,1892
37,001,37,151,NC,"Randolph County",62,126,1724
37,001,37,037,NC,"Chatham County",59,109,2704
37,001,37,067,NC,"Forsyth County",52,91,1544
37,001,37,129,NC,"New Hanover County",43,86,1181
37,001,37,057,NC,"Davidson County",19,40,490
37,001,37,145,NC,"Person County",18,45,393
37,001,37,021,NC,"Buncombe County",17,33,985
37,001,37,133,NC,"Onslow County",17,33,502
37,001,37,051,NC,"Cumberland County",15,26,443
37,001,37,147,NC,"Pitt County",15,20,381
37,001,45,051,SC,"Horry County",15,22,425
37,001,37,025,NC,"Cabarrus County",14,20,505
37,001,37,031,NC,"Carteret County",13,21,481
37,001,37,101,NC,"Johnston County",13,21,429
37,001,51,161,VA,"Roanoke County",13,22,863
37,001,51,810,VA,"Virginia Beach",13,21,241
37,001,13,067,GA,"Cobb County",12,22,515
37,001,37,085,NC,"Harnett County",12,22,317
37,001,13,135,GA,"Gwinnett County",11,21,518
37,001,37,035,NC,"Catawba County",11,17,511
37,001,37,071,NC,"Gaston County",11,20,336
37,001,37,077,NC,"Granville County",11,13,218
37,001,12,095,FL,"Orange County",10,21,232
37,001,13,121,GA,"Fulton County",10,13,325
37,001,37,097,NC,"Iredell County",10,23,488
37,001,58,000,SS,"Other Flows - Same State",164,328,5175
37,001,59,000,DS,"Other Flows - Diff State",753,1476,23336
37,001,59,001,DS,"Other Flows - Northeast",95,179,2591
37,001,59,003,DS,"Other Flows - Midwest",110,225,4160
37,001,59,005,DS,"Other Flows - South",458,891,13291
37,001,59,007,DS,"Other Flows - West",90,181,3293
37,001,57,009,FR,"Foreign - Other flows",26,47,627
37,003,96,000,NC,"Alexander Count Tot Mig-US & For",813,1607,20590
37,003,97,000,NC,"Alexander Count Tot Mig-US",813,1607,20590
37,003,97,001,NC,"Alexander Count Tot Mig-Same St",662,1280,16810
37,003,97,003,NC,"Alexander Count Tot Mig-Diff St",151,327,3780
37,003,37,003,NC,"Alexander Count Non-Migrants",11799,26049,414059
37,003,37,035,NC,"Catawba County",226,446,5660
37,003,37,097,NC,"Iredell County",135,276,3475
37,003,37,027,NC,"Caldwell County",79,156,1634
37,003,37,193,NC,"Wilkes County",45,83,1942
37,003,37,023,NC,"Burke County",35,56,658
37,003,37,119,NC,"Mecklenburg County",21,27,620
37,003,37,067,NC,"Forsyth County",17,24,328
37,003,58,000,SS,"Other Flows - Same State",104,212,2494
37,003,59,000,DS,"Other Flows - Diff State",151,327,3780
37,003,59,001,DS,"Other Flows - Northeast",13,29,454
37,003,59,003,DS,"Other Flows - Midwest",16,37,517
37,003,59,005,DS,"Other Flows - South",111,239,2642
37,003,59,007,DS,"Other Flows - West",11,22,166
37,005,96,000,NC,"Alleghany Count Tot Mig-US & For",171,285,3946
37,005,97,000,NC,"Alleghany Count Tot Mig-US",171,285,3946
37,005,97,001,NC,"Alleghany Count Tot Mig-Same St",116,196,2605
37,005,97,003,NC,"Alleghany Count Tot Mig-Diff St",55,89,1341
37,005,37,005,NC,"Alleghany Count Non-Migrants",3310,7208,103962
37,005,37,171,NC,"Surry County",23,41,551
37,005,37,009,NC,"Ashe County",19,31,437
37,005,37,193,NC,"Wilkes County",15,31,349
