"1997-1998 County To County Migration  Outflows",,,,,,Vermont,,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Vermont,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
,,,,,,,,
50,000,96,000,VT,"Total Mig - US & For",15327,25715,463885
50,000,97,000,VT,"Total Mig - US",15148,25430,458785
50,000,97,001,VT,"Total Mig - US Same St",5611,9650,150815
50,000,97,003,VT,"Total Mig - US Diff St",9537,15780,307970
50,000,98,000,VT,"Total Mig - Foreign",179,285,5100
50,001,96,000,VT,"Addison County Tot Mig-US & For",850,1389,21247
50,001,97,000,VT,"Addison County Tot Mig-US",850,1389,21247
50,001,97,001,VT,"Addison County Tot Mig-Same St",470,772,11118
50,001,97,003,VT,"Addison County Tot Mig-Diff St",380,617,10129
50,001,50,001,VT,"Addison County Non-Migrants",12048,27079,458580
50,001,50,007,VT,"Chittenden County",263,399,6764
50,001,50,021,VT,"Rutland County",103,193,2418
50,001,50,023,VT,"Washington County",33,60,687
50,001,50,027,VT,"Windsor County",22,31,359
50,001,25,017,MA,"Middlesex County",13,17,315
50,001,36,031,NY,"Essex County",12,20,223
50,001,50,011,VT,"Franklin County",12,31,293
50,001,58,000,SS,"Other Flows - Same State",37,58,598
50,001,59,000,DS,"Other Flows - Diff State",355,580,9591
50,001,59,001,DS,"Other Flows - Northeast",144,226,3442
50,001,59,003,DS,"Other Flows - Midwest",30,50,776
50,001,59,005,DS,"Other Flows - South",119,210,3667
50,001,59,007,DS,"Other Flows - West",62,94,1706
50,003,96,000,VT,"Bennington Coun Tot Mig-US & For",877,1508,29113
50,003,97,000,VT,"Bennington Coun Tot Mig-US",867,1496,28793
50,003,97,001,VT,"Bennington Coun Tot Mig-Same St",194,317,6370
50,003,97,003,VT,"Bennington Coun Tot Mig-Diff St",673,1179,22422
50,003,98,000,VT,"Bennington Coun Tot Mig-Foreign",10,12,320
50,003,50,003,VT,"Bennington Coun Non-Migrants",13278,28277,521813
50,003,25,003,MA,"Berkshire County",55,103,1563
50,003,50,007,VT,"Chittenden County",54,78,2402
50,003,36,083,NY,"Rensselaer County",50,100,1185
50,003,50,021,VT,"Rutland County",48,77,1418
50,003,50,025,VT,"Windham County",43,76,1094
50,003,36,115,NY,"Washington County",36,72,921
50,003,25,017,MA,"Middlesex County",18,18,325
50,003,36,001,NY,"Albany County",16,22,366
50,003,36,061,NY,"New York County",14,16,408
50,003,50,027,VT,"Windsor County",14,25,392
50,003,09,009,CT,"New Haven County",11,22,419
50,003,09,003,CT,"Hartford County",10,12,163
50,003,58,000,SS,"Other Flows - Same State",35,61,1065
50,003,59,000,DS,"Other Flows - Diff State",463,814,17072
50,003,59,001,DS,"Other Flows - Northeast",212,381,7686
50,003,59,003,DS,"Other Flows - Midwest",35,76,1328
50,003,59,005,DS,"Other Flows - South",136,250,6117
50,003,59,007,DS,"Other Flows - West",80,107,1941
50,003,57,009,FR,"Foreign - Other flows",10,12,320
50,005,96,000,VT,"Caledonia Count Tot Mig-US & For",684,1224,15645
50,005,97,000,VT,"Caledonia Count Tot Mig-US",684,1224,15645
50,005,97,001,VT,"Caledonia Count Tot Mig-Same St",294,571,6010
50,005,97,003,VT,"Caledonia Count Tot Mig-Diff St",390,653,9635
50,005,50,005,VT,"Caledonia Count Non-Migrants",10002,22391,326668
50,005,50,023,VT,"Washington County",62,130,1350
50,005,33,009,NH,"Grafton County",55,99,1475
50,005,50,017,VT,"Orange County",45,105,870
50,005,50,019,VT,"Orleans County",41,80,764
50,005,50,009,VT,"Essex County",40,73,636
50,005,50,007,VT,"Chittenden County",39,52,818
50,005,50,027,VT,"Windsor County",18,28,293
50,005,50,011,VT,"Franklin County",16,37,424
50,005,50,015,VT,"Lamoille County",15,26,351
50,005,25,017,MA,"Middlesex County",12,21,304
50,005,33,007,NH,"Coos County",10,23,149
50,005,58,000,SS,"Other Flows - Same State",18,40,504
50,005,59,000,DS,"Other Flows - Diff State",313,510,7707
50,005,59,001,DS,"Other Flows - Northeast",139,224,3392
50,005,59,003,DS,"Other Flows - Midwest",21,43,651
