"1993 - 1994 County to County Migration Outflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Tennessee,,,,,,of,of,total
State,County,State,County,State,"State totals, county totals,",returns,exemptions,money
"FIPS Code",,,,,"and county by county detail",,,income
47,1,0,1,Tn,"Anderson (Total Migrant)",1740,3475,47567
47,1,47,93,Tn,Knox,657,1284,18599
47,1,47,145,Tn,Roane,167,360,4430
47,1,47,13,Tn,Campbell,74,156,1503
47,1,47,129,Tn,Morgan,62,130,1361
47,1,47,9,Tn,Blount,33,67,1055
47,1,47,173,Tn,Union,28,68,586
47,1,47,37,Tn,Davidson,26,44,539
47,1,47,105,Tn,Loudon,25,51,762
47,1,47,65,Tn,Hamilton,18,32,384
47,1,13,67,Ga,Cobb,15,22,406
47,1,47,155,Tn,Sevier,10,14,145
47,1,47,35,Tn,Cumberland,10,25,309
47,1,63,10,XX,"Same State",119,238,2923
47,1,63,11,XX,"Region 1: Northeast",35,59,1215
47,1,63,12,XX,"Region 2: Midwest",83,177,2428
47,1,63,13,XX,"Region 3: South",296,577,7978
47,1,63,14,XX,"Region 4: West",71,152,2568
47,1,63,15,XX,Foreign,11,19,376
47,1,63,50,Tn,"County Non-Migrant",23487,53013,818746
47,3,0,1,Tn,"Bedford (Total Migrant)",665,1426,14282
47,3,47,149,Tn,Rutherford,121,230,2996
47,3,47,31,Tn,Coffee,107,260,1773
47,3,47,117,Tn,Marshall,57,118,1386
47,3,47,37,Tn,Davidson,43,73,1037
47,3,47,103,Tn,Lincoln,24,60,472
47,3,47,119,Tn,Maury,16,40,589
47,3,47,51,Tn,Franklin,16,29,264
47,3,47,127,Tn,Moore,13,26,324
47,3,63,10,XX,"Same State",96,233,2117
47,3,63,11,XX,"Region 1: Northeast",20,34,372
47,3,63,12,XX,"Region 2: Midwest",35,72,573
47,3,63,13,XX,"Region 3: South",90,203,1828
47,3,63,14,XX,"Region 4: West",27,48,551
47,3,63,50,Tn,"County Non-Migrant",10888,25290,316650
47,5,0,1,Tn,"Benton (Total Migrant)",299,644,5627
