"1992 - 1993 County to County Migration Outflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,"Wyoming Outflows",
,,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Wyoming,,,,,,of,of,total
State,County,State,County,State,"State totals, county totals,",returns,exemptions,money
"FIPS Code",,,,,"and county by county detail",,,income
56,001,00,001,Wy,Albany,1437,2598,25603
56,001,56,021,Wy,Laramie,134,244,2271
56,001,56,025,Wy,Natrona,79,150,1184
56,001,08,069,Co,Larimer,61,104,990
56,001,56,013,Wy,Fremont,43,87,635
56,001,56,007,Wy,Carbon,35,72,651
56,001,08,031,Co,Denver,28,43,428
56,001,56,037,Wy,Sweetwater,28,43,484
56,001,08,005,Co,Arapahoe,23,42,512
56,001,08,059,Co,Jefferson,23,32,375
56,001,56,005,Wy,Campbell,22,31,326
56,001,56,039,Wy,Teton,22,36,261
56,001,56,033,Wy,Sheridan,19,33,405
56,001,30,111,Mt,Yellowstone,19,41,444
56,001,56,029,Wy,Park,17,35,216
56,001,04,019,Az,Pima,15,21,273
56,001,49,035,Ut,"Salt Lake",15,21,212
56,001,04,013,Az,Maricopa,15,21,212
56,001,56,041,Wy,Uinta,14,32,218
56,001,08,001,Co,Adams,13,18,266
56,001,53,033,Wa,King,13,24,122
56,001,32,003,Nv,Clark,12,16,201
56,001,06,073,Ca,"San Diego",11,16,167
56,001,48,041,Tx,Brazos,11,18,380
56,001,48,201,Tx,Harris,10,21,153
56,001,56,023,Wy,Lincoln,10,19,126
56,001,08,013,Co,Boulder,10,18,187
56,001,56,015,Wy,Goshen,10,22,255
56,001,46,103,SD,Pennington,10,14,164
56,001,63,010,XX,"Same State",49,90,631
56,001,63,011,XX,"Region 1: Northeast",35,60,604
56,001,63,012,XX,"Region 2: Midwest",173,321,3407
56,001,63,013,XX,"Region 3: South",136,267,3055
56,001,63,014,XX,"Region 4: West",311,570,5527
56,001,63,015,XX,Foreign,11,16,261
56,001,63,050,Wy,"County Non-Migrant",9384,20095,286036
56,003,00,001,Wy,"Big Horn",311,642,5632
56,003,56,029,Wy,Park,39,88,701
56,003,56,043,Wy,Washakie,24,57,448
56,003,30,111,Mt,Yellowstone,22,30,283
56,003,56,001,Wy,Albany,18,32,166
56,003,56,025,Wy,Natrona,14,27,245
56,003,56,013,Wy,Fremont,10,23,276
56,003,63,020,XX,"Same State",37,86,752
56,003,63,021,XX,"Same Region, Diff. State",85,167,1618
56,003,63,022,XX,"Different Region",62,132,1143
56,003,63,050,Wy,"County Non-Migrant",3241,8305,84120
56,005,00,001,Wy,Campbell,969,2155,28040
56,005,56,025,Wy,Natrona,44,88,1100
