"1992 - 1993 County to County Migration Outflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,"DistrictofColumbia Outflows",
,,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
DistrictofColumbia,,,,,,of,of,total
State,County,State,County,State,"State totals, county totals,",returns,exemptions,money
"FIPS Code",,,,,"and county by county detail",,,income
11,001,00,001,DC,"Wash.,D.C.",26708,47204,896609
11,001,24,033,Md,"Prince George's",7044,15484,183740
11,001,24,031,Md,Montgomery,3936,6999,156841
11,001,51,013,Va,Arlington,1955,2763,69420
11,001,51,059,Va,Fairfax,1574,2785,64209
11,001,51,510,Va,"Alexandria city",900,1327,31152
11,001,57,005,FR,"APO / FPO Zip Code",586,1209,27177
11,001,36,061,NY,"New York",477,554,19017
11,001,57,001,FR,"Foreign / Overseas",373,572,14374
11,001,06,037,Ca,"Los Angeles",262,342,9154
11,001,24,003,Md,"Anne Arundel",232,408,9361
11,001,17,031,Il,Cook,230,288,8507
11,001,24,510,Md,"Baltimore city",212,334,7921
11,001,51,153,Va,"Prince William",198,467,6098
11,001,25,017,Ma,Middlesex,173,220,6350
11,001,06,075,Ca,"San Francisco",170,203,5861
11,001,42,101,Pa,Philadelphia,169,231,4549
11,001,53,033,Wa,King,138,176,4461
11,001,12,025,Fl,Dade,121,184,5552
11,001,06,073,Ca,"San Diego",112,173,3019
11,001,25,025,Ma,Suffolk,109,125,3949
11,001,24,027,Md,Howard,108,193,3877
11,001,06,001,Ca,Alameda,107,139,2776
11,001,48,201,Tx,Harris,106,176,5271
11,001,36,047,NY,Kings,105,138,2935
11,001,13,121,Ga,Fulton,93,123,3040
11,001,24,017,Md,Charles,92,185,2601
11,001,24,005,Md,Baltimore,89,131,2292
11,001,42,003,Pa,Allegheny,84,107,2292
11,001,51,107,Va,Loudoun,78,144,5243
11,001,48,113,Tx,Dallas,76,98,2976
11,001,51,610,Va,"Falls Church city",75,126,2538
11,001,13,089,Ga,"De Kalb",67,104,2814
11,001,04,013,Az,Maricopa,65,96,2459
11,001,48,453,Tx,Travis,64,81,2175
11,001,27,053,Mn,Hennepin,63,92,3974
11,001,37,183,NC,Wake,62,96,1969
11,001,08,031,Co,Denver,57,72,1756
11,001,06,085,Ca,"Santa Clara",57,76,3303
11,001,51,810,Va,"Virginia Beach city",55,119,1426
11,001,39,049,Oh,Franklin,55,81,1274
11,001,39,035,Oh,Cuyahoga,54,75,1447
11,001,12,099,Fl,"Palm Beach",54,79,3693
11,001,06,059,Ca,Orange,54,93,2260
11,001,09,001,Ct,Fairfield,53,71,3439
11,001,51,710,Va,"Norfolk city",53,104,2232
11,001,24,021,Md,Frederick,51,84,1883
11,001,15,003,Hi,Honolulu,50,86,1235
11,001,48,029,Tx,Bexar,49,92,1632
11,001,36,059,NY,Nassau,49,64,1339
11,001,42,091,Pa,Montgomery,49,63,1627
11,001,37,063,NC,Durham,49,71,1126
11,001,36,119,NY,Westchester,48,65,2322
11,001,51,760,Va,"Richmond city",48,76,958
11,001,12,011,Fl,Broward,47,89,1846
11,001,25,021,Ma,Norfolk,47,55,1739
11,001,22,071,La,Orleans,46,63,1935
11,001,36,081,NY,Queens,45,60,1113
11,001,55,025,Wi,Dane,45,50,906
11,001,26,161,Mi,Washtenaw,43,52,861
