"1992 - 1993 County to County Migration Outflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,"Maine Outflows",
,,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Maine,,,,,,of,of,total
State,County,State,County,State,"State totals, county totals,",returns,exemptions,money
"FIPS Code",,,,,"and county by county detail",,,income
23,001,00,001,Me,Androscoggin,2110,4080,51081
23,001,23,005,Me,Cumberland,430,745,13395
23,001,23,017,Me,Oxford,198,430,4507
23,001,23,011,Me,Kennebec,197,406,4931
23,001,23,023,Me,Sagadahoc,105,229,2652
23,001,23,007,Me,Franklin,78,160,1457
23,001,23,019,Me,Penobscot,52,87,923
23,001,23,031,Me,York,38,84,1034
23,001,12,103,Fl,Pinellas,24,37,387
23,001,23,015,Me,Lincoln,23,50,626
23,001,12,011,Fl,Broward,22,44,644
23,001,25,017,Ma,Middlesex,22,28,482
23,001,23,003,Me,Aroostook,21,43,356
23,001,23,025,Me,Somerset,18,39,318
23,001,57,005,FR,"APO / FPO Zip Code",17,28,249
23,001,25,025,Ma,Suffolk,17,29,274
23,001,33,015,NH,Rockingham,16,32,356
23,001,25,009,Ma,Essex,15,16,249
23,001,23,013,Me,Knox,15,33,293
23,001,25,021,Ma,Norfolk,14,17,389
23,001,48,215,Tx,Hidalgo,13,36,112
23,001,23,029,Me,Washington,12,29,173
23,001,51,810,Va,"Virginia Beach city",12,26,201
23,001,04,013,Az,Maricopa,11,19,213
23,001,33,011,NH,Hillsborough,10,21,313
23,001,63,010,XX,"Same State",14,27,631
23,001,63,011,XX,"Region 1: Northeast",201,355,4656
23,001,63,012,XX,"Region 2: Midwest",101,224,2626
23,001,63,013,XX,"Region 3: South",305,617,6571
23,001,63,014,XX,"Region 4: West",109,189,2063
23,001,63,050,Me,"County Non-Migrant",34632,77358,1030962
23,003,00,001,Me,Aroostook,2008,4410,47812
23,003,23,019,Me,Penobscot,202,378,4308
23,003,57,005,FR,"APO / FPO Zip Code",171,361,3493
23,003,23,005,Me,Cumberland,103,147,2141
23,003,23,011,Me,Kennebec,51,102,1061
23,003,23,031,Me,York,43,86,866
23,003,23,029,Me,Washington,31,55,570
23,003,23,001,Me,Androscoggin,27,62,553
23,003,09,003,Ct,Hartford,26,51,424
23,003,23,009,Me,Hancock,23,56,692
23,003,57,001,FR,"Foreign / Overseas",19,41,284
23,003,48,029,Tx,Bexar,18,55,549
23,003,23,013,Me,Knox,17,40,282
23,003,33,015,NH,Rockingham,16,29,408
23,003,25,017,Ma,Middlesex,16,31,361
23,003,23,025,Me,Somerset,15,34,326
23,003,02,020,Ak,"Anchorage Borough",14,44,350
23,003,25,027,Ma,Worcester,13,18,171
23,003,08,041,Co,"El Paso",13,46,343
23,003,04,013,Az,Maricopa,13,23,184
23,003,33,011,NH,Hillsborough,13,29,335
23,003,23,027,Me,Waldo,13,32,313
23,003,22,015,La,Bossier,12,37,368
23,003,12,009,Fl,Brevard,12,22,229
23,003,23,017,Me,Oxford,12,20,144
23,003,09,009,Ct,"New Haven",11,22,87
23,003,23,021,Me,Piscataquis,11,18,121
23,003,12,103,Fl,Pinellas,10,19,257
23,003,17,163,Il,"St. Clair",10,29,325
23,003,40,109,Ok,Oklahoma,10,29,278
23,003,12,091,Fl,Okaloosa,10,18,200
23,003,63,010,XX,"Same State",17,31,445
23,003,63,011,XX,"Region 1: Northeast",269,597,6760
23,003,63,012,XX,"Region 2: Midwest",153,363,4397
23,003,63,013,XX,"Region 3: South",425,1045,11344
23,003,63,014,XX,"Region 4: West",189,440,4843
23,003,63,050,Me,"County Non-Migrant",27857,65342,713875
23,005,00,001,Me,Cumberland,6718,12061,180210
23,005,23,031,Me,York,920,1674,22472
23,005,23,001,Me,Androscoggin,547,1085,15043
23,005,23,023,Me,Sagadahoc,374,702,9337
23,005,23,017,Me,Oxford,173,304,3268
23,005,23,011,Me,Kennebec,164,287,4280
23,005,25,017,Ma,Middlesex,161,235,4843
23,005,23,019,Me,Penobscot,151,233,3329
23,005,25,025,Ma,Suffolk,111,129,3167
23,005,57,005,FR,"APO / FPO Zip Code",107,194,2132
23,005,33,011,NH,Hillsborough,74,123,1961
23,005,33,015,NH,Rockingham,68,117,2062
23,005,51,810,Va,"Virginia Beach city",65,154,1588
23,005,25,009,Ma,Essex,63,97,2127
23,005,23,015,Me,Lincoln,62,118,1491
23,005,25,021,Ma,Norfolk,62,79,1404
23,005,36,061,NY,"New York",60,71,1047
23,005,23,013,Me,Knox,57,82,1381
23,005,06,073,Ca,"San Diego",53,118,1228
23,005,33,017,NH,Strafford,52,79,982
23,005,12,031,Fl,Duval,50,118,931
23,005,12,103,Fl,Pinellas,49,93,1656
23,005,23,003,Me,Aroostook,48,75,815
23,005,53,033,Wa,King,46,55,712
23,005,25,027,Ma,Worcester,45,83,1261
23,005,23,009,Me,Hancock,44,76,839
23,005,51,710,Va,"Norfolk city",43,86,726
23,005,51,059,Va,Fairfax,43,109,1636
23,005,44,007,RI,Providence,42,66,1827
23,005,23,025,Me,Somerset,40,77,959
23,005,06,075,Ca,"San Francisco",40,44,739
23,005,23,007,Me,Franklin,39,72,967
23,005,04,013,Az,Maricopa,38,58,1233
23,005,33,003,NH,Carroll,36,66,819
23,005,09,001,Ct,Fairfield,35,60,1501
23,005,36,119,NY,Westchester,34,41,1229
23,005,06,037,Ca,"Los Angeles",34,47,665
23,005,23,027,Me,Waldo,33,59,666
23,005,24,037,Md,"St. Mary's",30,108,774
23,005,57,001,FR,"Foreign / Overseas",27,45,989
23,005,23,029,Me,Washington,27,39,415
23,005,12,099,Fl,"Palm Beach",27,44,976
23,005,09,003,Ct,Hartford,26,54,1008
23,005,17,031,Il,Cook,26,35,1048
23,005,12,011,Fl,Broward,26,44,939
23,005,12,057,Fl,Hillsborough,25,43,628
23,005,11,001,DC,"Wash.,D.C.",25,28,731
23,005,33,013,NH,Merrimack,23,47,625
23,005,12,095,Fl,Orange,22,33,258
23,005,25,001,Ma,Barnstable,22,39,477
23,005,12,115,Fl,Sarasota,22,30,548
23,005,25,013,Ma,Hampden,22,49,808
23,005,09,009,Ct,"New Haven",22,30,624
23,005,25,023,Ma,Plymouth,22,34,621
23,005,48,453,Tx,Travis,22,47,1102
23,005,50,007,Vt,Chittenden,20,25,570
23,005,09,011,Ct,"New London",20,35,409
23,005,12,033,Fl,Escambia,19,37,441
23,005,24,031,Md,Montgomery,19,30,490
23,005,37,183,NC,Wake,18,32,530
23,005,44,005,RI,Newport,18,48,448
23,005,06,059,Ca,Orange,18,24,361
23,005,13,089,Ga,"De Kalb",17,29,1221
23,005,15,003,Hi,Honolulu,17,32,359
23,005,12,105,Fl,Polk,17,27,467
23,005,12,071,Fl,Lee,17,31,724
23,005,12,009,Fl,Brevard,16,29,399
23,005,42,091,Pa,Montgomery,16,28,386
23,005,08,013,Co,Boulder,16,19,332
23,005,33,009,NH,Grafton,16,35,871
23,005,06,085,Ca,"Santa Clara",16,22,770
23,005,12,019,Fl,Clay,16,55,381
23,005,12,101,Fl,Pasco,16,33,502
23,005,48,201,Tx,Harris,16,24,273
23,005,12,127,Fl,Volusia,16,21,237
23,005,35,001,NM,Bernalillo,15,24,341
23,005,42,101,Pa,Philadelphia,15,30,695
23,005,06,001,Ca,Alameda,15,24,576
23,005,32,003,Nv,Clark,15,21,245
23,005,37,133,NC,Onslow,15,34,283
23,005,36,103,NY,Suffolk,15,26,399
23,005,27,053,Mn,Hennepin,15,19,348
23,005,12,025,Fl,Dade,15,23,310
23,005,48,113,Tx,Dallas,14,29,772
