"2005-2006 County to County Migration Inflow",,,,,,"NewMexico Inflows",,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
NewMexico,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
35,000,96,000,NM,"Total Mig - US & For",53013,105885,2103086
35,000,97,000,NM,"Total Mig - US",51537,102957,2058891
35,000,97,001,NM,"Total Mig - US Same St",20676,40875,668374
35,000,97,003,NM,"Total Mig - US Diff St",30861,62082,1390517
35,000,98,000,NM,"Total Mig - Foreign",1476,2928,44195
35,001,96,000,NM,"Bernalillo Coun Tot Mig-US",16189,30231,649777
35,001,97,000,NM,"Bernalillo Coun Tot Mig-US",15720,29373,636228
35,001,97,001,NM,"Bernalillo Coun Tot Mig-Sam",6037,10863,188709
35,001,97,003,NM,"Bernalillo Coun Tot Mig-Dif",9683,18510,447519
35,001,98,000,NM,"Bernalillo Coun Tot Mig-For",469,858,13549
35,001,35,001,NM,"Bernalillo Coun Non-Migrant",209181,431672,10824609
35,001,35,043,NM,"Sandoval County",1711,3110,60037
35,001,35,049,NM,"Santa Fe County",812,1330,28768
35,001,35,061,NM,"Valencia County",795,1584,24432
35,001,04,013,AZ,"Maricopa County",426,846,19153
35,001,06,037,CA,"Los Angeles County",423,860,21113
35,001,35,013,NM,"Dona Ana County",369,625,10428
35,001,35,031,NM,"Mckinley County",369,709,9399
35,001,48,141,TX,"El Paso County",307,708,10037
35,001,35,045,NM,"San Juan County",296,535,8579
35,001,57,005,FR,"Foreign - APO/FPO ZIPs",256,588,10237
35,001,06,073,CA,"San Diego County",251,475,9950
35,001,32,003,NV,"Clark County",213,431,11658
35,001,35,006,NM,"Cibola County",202,401,5064
35,001,35,057,NM,"Torrance County",188,384,4671
35,001,35,047,NM,"San Miguel County",151,259,3706
35,001,04,019,AZ,"Pima County",144,260,5318
35,001,35,055,NM,"Taos County",134,211,3521
35,001,08,041,CO,"El Paso County",127,262,8591
35,001,35,005,NM,"Chaves County",126,207,3087
35,001,48,201,TX,"Harris County",126,229,5590
35,001,35,039,NM,"Rio Arriba County",123,219,3202
35,001,48,029,TX,"Bexar County",115,243,4805
35,001,06,059,CA,"Orange County",101,207,4341
35,001,17,031,IL,"Cook County",101,158,4092
35,001,35,053,NM,"Socorro County",99,187,2312
35,001,53,033,WA,"King County",96,152,4913
35,001,48,113,TX,"Dallas County",95,194,5143
35,001,06,071,CA,"San Bernardino Count",94,222,3470
35,001,35,028,NM,"Los Alamos County",92,168,5682
35,001,35,035,NM,"Otero County",88,158,2558
35,001,06,065,CA,"Riverside County",86,199,3219
35,001,08,031,CO,"Denver County",84,133,2509
35,001,48,439,TX,"Tarrant County",84,183,3617
35,001,06,085,CA,"Santa Clara County",82,156,10163
35,001,35,009,NM,"Curry County",75,121,2076
35,001,48,453,TX,"Travis County",74,123,3541
35,001,06,001,CA,"Alameda County",69,128,3722
35,001,08,005,CO,"Arapahoe County",69,130,2959
35,001,08,059,CO,"Jefferson County",68,124,3667
35,001,51,059,VA,"Fairfax County",67,136,6349
35,001,49,035,UT,"Salt Lake County",61,121,2768
35,001,35,015,NM,"Eddy County",59,100,1942
35,001,22,071,LA,"Orleans Parish",56,99,1508
35,001,06,111,CA,"Ventura County",54,104,2044
35,001,04,001,AZ,"Apache County",53,115,1303
35,001,08,001,CO,"Adams County",50,123,1939
35,001,15,003,HI,"Honolulu County",49,91,2256
35,001,04,005,AZ,"Coconino County",48,82,1631
35,001,35,017,NM,"Grant County",47,77,1673
35,001,12,091,FL,"Okaloosa County",44,126,2294
35,001,48,303,TX,"Lubbock County",44,74,1719
35,001,06,029,CA,"Kern County",43,112,2861
35,001,32,031,NV,"Washoe County",43,86,1198
35,001,02,020,AK,"Anchorage Borough",41,86,1438
35,001,06,075,CA,"San Francisco County",41,66,2224
35,001,12,103,FL,"Pinellas County",41,68,1364
35,001,36,061,NY,"New York County",40,50,2443
35,001,06,067,CA,"Sacramento County",39,75,1848
35,001,06,083,CA,"Santa Barbara County",39,75,1596
35,001,35,025,NM,"Lea County",39,64,1072
35,001,40,109,OK,"Oklahoma County",39,74,1596
35,001,08,013,CO,"Boulder County",38,58,1785
35,001,35,019,NM,"Guadalupe County",38,59,935
35,001,12,011,FL,"Broward County",37,65,1645
35,001,48,085,TX,"Collin County",37,66,2070
35,001,48,121,TX,"Denton County",36,68,1640
35,001,24,031,MD,"Montgomery County",35,74,2726
35,001,25,017,MA,"Middlesex County",35,77,2955
35,001,04,017,AZ,"Navajo County",34,59,1234
35,001,35,027,NM,"Lincoln County",34,47,841
35,001,36,103,NY,"Suffolk County",34,59,1665
35,001,12,057,FL,"Hillsborough County",33,63,1569
35,001,27,053,MN,"Hennepin County",33,43,1535
35,001,35,007,NM,"Colfax County",32,52,929
