"2005-2006 County to County Migration Inflow",,,,,,"Pennsylvania Inflows",,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
Pennsylvania,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
42,000,96,000,PA,"Total Mig - US & For",237999,428880,11137297
42,000,97,000,PA,"Total Mig - US",232333,420792,11024706
42,000,97,001,PA,"Total Mig - US Same St",130128,223900,5639659
42,000,97,003,PA,"Total Mig - US Diff St",102205,196892,5385047
42,000,98,000,PA,"Total Mig - Foreign",5666,8088,112591
42,001,96,000,PA,"Adams County Tot Mig-US & F",2503,4827,112468
42,001,97,000,PA,"Adams County Tot Mig-US",2471,4774,111749
42,001,97,001,PA,"Adams County Tot Mig-Same S",1084,1887,40328
42,001,97,003,PA,"Adams County Tot Mig-Diff S",1387,2887,71421
42,001,98,000,PA,"Adams County Tot Mig-Foreig",32,53,719
42,001,42,001,PA,"Adams County Non-Migrants",36855,80240,1896390
42,001,42,133,PA,"York County",668,1166,22933
42,001,24,013,MD,"Carroll County",294,633,15220
42,001,24,021,MD,"Frederick County",241,518,13421
42,001,42,055,PA,"Franklin County",92,167,3514
42,001,24,005,MD,"Baltimore County",81,161,4171
42,001,42,041,PA,"Cumberland County",76,122,3335
42,001,24,031,MD,"Montgomery County",64,122,5077
42,001,24,003,MD,"Anne Arundel County",44,110,2074
42,001,42,043,PA,"Dauphin County",34,44,1093
42,001,24,027,MD,"Howard County",25,60,1658
42,001,42,071,PA,"Lancaster County",22,50,1118
42,001,24,043,MD,"Washington County",21,43,1212
42,001,24,510,MD,Baltimore,20,34,936
42,001,24,033,MD,"Prince George's Coun",19,44,1288
42,001,51,059,VA,"Fairfax County",19,34,1544
42,001,57,005,FR,"Foreign - APO/FPO ZIPs",15,35,536
42,001,24,025,MD,"Harford County",14,31,719
42,001,42,029,PA,"Chester County",13,25,740
42,001,42,017,PA,"Bucks County",12,19,576
42,001,42,091,PA,"Montgomery County",12,21,909
42,001,42,003,PA,"Allegheny County",10,17,438
42,001,42,011,PA,"Berks County",10,25,270
42,001,58,000,SS,"Other Flows - Same State",135,231,5402
42,001,59,000,DS,"Other Flows - Diff State",545,1097,24100
42,001,59,001,DS,"Other Flows - Northeast",113,211,5955
42,001,59,003,DS,"Other Flows - Midwest",72,141,2648
42,001,59,005,DS,"Other Flows - South",283,590,12833
42,001,59,007,DS,"Other Flows - West",77,155,2664
42,001,57,009,FR,"Foreign - Other flows",17,18,183
42,003,96,000,PA,"Allegheny Count Tot Mig-US",17976,27756,860982
42,003,97,000,PA,"Allegheny Count Tot Mig-US",16965,26546,848071
42,003,97,001,PA,"Allegheny Count Tot Mig-Sam",8128,11774,359857
42,003,97,003,PA,"Allegheny Count Tot Mig-Dif",8837,14772,488214
42,003,98,000,PA,"Allegheny Count Tot Mig-For",1011,1210,12911
42,003,42,003,PA,"Allegheny Count Non-Migrant",469677,942466,27101813
42,003,42,129,PA,"Westmoreland County",1781,2629,61494
42,003,42,125,PA,"Washington County",1177,1804,49767
42,003,42,019,PA,"Butler County",886,1357,100888
42,003,42,007,PA,"Beaver County",809,1223,29887
42,003,42,049,PA,"Erie County",245,344,8463
42,003,42,051,PA,"Fayette County",221,291,6595
42,003,39,035,OH,"Cuyahoga County",217,368,12118
42,003,42,021,PA,"Cambria County",213,264,6359
42,003,42,101,PA,"Philadelphia County",194,264,7878
42,003,42,005,PA,"Armstrong County",187,280,5972
42,003,42,063,PA,"Indiana County",167,220,4509
42,003,42,085,PA,"Mercer County",166,201,4689
42,003,17,031,IL,"Cook County",161,268,9233
42,003,42,073,PA,"Lawrence County",160,210,4765
42,003,06,037,CA,"Los Angeles County",150,256,14683
42,003,39,049,OH,"Franklin County",146,221,5730
42,003,42,027,PA,"Centre County",127,176,4290
42,003,42,039,PA,"Crawford County",118,153,2810
42,003,51,059,VA,"Fairfax County",118,211,8407
42,003,36,061,NY,"New York County",116,170,9442
42,003,42,091,PA,"Montgomery County",112,171,5439
42,003,42,013,PA,"Blair County",100,131,2868
42,003,57,005,FR,"Foreign - APO/FPO ZIPs",92,148,2872
42,003,06,073,CA,"San Diego County",91,132,4666
42,003,24,031,MD,"Montgomery County",88,155,5476
42,003,12,011,FL,"Broward County",85,131,3384
42,003,25,017,MA,"Middlesex County",85,135,5826
42,003,42,043,PA,"Dauphin County",85,137,3572
42,003,42,111,PA,"Somerset County",85,103,3091
42,003,39,099,OH,"Mahoning County",83,114,3053
42,003,04,013,AZ,"Maricopa County",82,132,4802
42,003,34,023,NJ,"Middlesex County",82,160,3910
42,003,39,153,OH,"Summit County",79,131,4407
42,003,42,041,PA,"Cumberland County",79,105,3306
42,003,36,029,NY,"Erie County",78,111,2649
42,003,54,061,WV,"Monongalia County",77,120,3069
42,003,12,099,FL,"Palm Beach County",75,128,11779
42,003,36,055,NY,"Monroe County",75,125,4254
42,003,42,071,PA,"Lancaster County",74,100,2503
42,003,42,121,PA,"Venango County",73,101,1620
42,003,42,029,PA,"Chester County",70,118,3743
42,003,42,133,PA,"York County",70,111,3674
42,003,12,103,FL,"Pinellas County",68,103,3292
42,003,12,095,FL,"Orange County",67,109,2579
42,003,11,001,DC,"District Of Columbia",66,101,4493
42,003,36,047,NY,"Kings County",64,106,2942
42,003,42,017,PA,"Bucks County",64,103,2834
42,003,24,005,MD,"Baltimore County",59,103,3264
42,003,42,045,PA,"Delaware County",58,86,3097
42,003,42,077,PA,"Lehigh County",58,81,2221
42,003,36,081,NY,"Queens County",57,86,2578
42,003,39,081,OH,"Jefferson County",57,89,2002
42,003,24,033,MD,"Prince George's Coun",56,84,2030
42,003,24,510,MD,Baltimore,56,83,2400
42,003,12,057,FL,"Hillsborough County",55,95,3088
42,003,39,061,OH,"Hamilton County",55,87,3224
42,003,42,059,PA,"Greene County",53,86,1405
42,003,48,201,TX,"Harris County",53,92,2478
42,003,42,031,PA,"Clarion County",51,76,1582
42,003,26,163,MI,"Wayne County",50,87,2418
42,003,13,121,GA,"Fulton County",49,79,3271
42,003,25,025,MA,"Suffolk County",49,67,1733
42,003,53,033,WA,"King County",49,84,41712
42,003,32,003,NV,"Clark County",46,76,1438
42,003,48,113,TX,"Dallas County",46,90,3149
