"2005-2006 County to County Migration Inflow",,,,,,"Tennessee Inflows",,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
Tennessee,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
47,000,96,000,TN,"Total Mig - US & For",161319,321161,6478377
47,000,97,000,TN,"Total Mig - US",159203,317680,6432912
47,000,97,001,TN,"Total Mig - US Same St",77819,151811,2793277
47,000,97,003,TN,"Total Mig - US Diff St",81384,165869,3639634
47,000,98,000,TN,"Total Mig - Foreign",2116,3481,45466
47,001,96,000,TN,"Anderson County Tot Mig-US",2121,4243,78830
47,001,97,000,TN,"Anderson County Tot Mig-US",2104,4211,78267
47,001,97,001,TN,"Anderson County Tot Mig-Sam",1288,2495,43418
47,001,97,003,TN,"Anderson County Tot Mig-Dif",816,1716,34849
47,001,98,000,TN,"Anderson County Tot Mig-For",17,32,562
47,001,47,001,TN,"Anderson County Non-Migrant",24418,53054,1187550
47,001,47,093,TN,"Knox County",625,1247,23489
47,001,47,145,TN,"Roane County",162,305,4867
47,001,47,013,TN,"Campbell County",115,240,3289
47,001,47,129,TN,"Morgan County",71,140,1801
47,001,47,009,TN,"Blount County",59,111,1807
47,001,47,173,TN,"Union County",26,49,535
47,001,47,105,TN,"Loudon County",17,29,740
47,001,47,151,TN,"Scott County",15,20,412
47,001,47,155,TN,"Sevier County",13,19,259
47,001,47,163,TN,"Sullivan County",13,24,464
47,001,47,037,TN,"Davidson County",12,23,551
47,001,47,065,TN,"Hamilton County",12,17,321
47,001,47,123,TN,"Monroe County",12,25,282
47,001,47,089,TN,"Jefferson County",11,21,249
47,001,12,009,FL,"Brevard County",10,27,743
47,001,12,127,FL,"Volusia County",10,15,170
47,001,47,141,TN,"Putnam County",10,19,251
47,001,58,000,SS,"Other Flows - Same State",115,206,4100
47,001,59,000,DS,"Other Flows - Diff State",796,1674,33936
47,001,59,001,DS,"Other Flows - Northeast",56,105,3123
47,001,59,003,DS,"Other Flows - Midwest",176,366,6826
47,001,59,005,DS,"Other Flows - South",448,945,18513
47,001,59,007,DS,"Other Flows - West",116,258,5474
47,001,57,009,FR,"Foreign - Other flows",17,32,562
47,003,96,000,TN,"Bedford County Tot Mig-US &",1063,2310,49040
47,003,97,000,TN,"Bedford County Tot Mig-US",1063,2310,49040
47,003,97,001,TN,"Bedford County Tot Mig-Same",703,1527,23817
47,003,97,003,TN,"Bedford County Tot Mig-Diff",360,783,25223
47,003,98,000,TN,"Bedford County Tot Mig-Fore",d,d,d
47,003,47,003,TN,"Bedford County Non-Migrants",13516,32025,572752
47,003,47,149,TN,"Rutherford County",265,592,10585
47,003,47,031,TN,"Coffee County",100,216,2524
47,003,47,037,TN,"Davidson County",61,124,1915
47,003,47,117,TN,"Marshall County",43,95,922
47,003,47,051,TN,"Franklin County",28,72,922
47,003,47,103,TN,"Lincoln County",28,63,901
47,003,47,119,TN,"Maury County",24,39,638
47,003,47,127,TN,"Moore County",17,37,633
47,003,47,187,TN,"Williamson County",14,37,586
47,003,47,189,TN,"Wilson County",12,34,851
47,003,39,049,OH,"Franklin County",10,17,213
47,003,58,000,SS,"Other Flows - Same State",111,218,3339
47,003,59,000,DS,"Other Flows - Diff State",350,766,25010
47,003,59,001,DS,"Other Flows - Northeast",30,67,878
47,003,59,003,DS,"Other Flows - Midwest",73,145,2073
47,003,59,005,DS,"Other Flows - South",201,446,20201
47,003,59,007,DS,"Other Flows - West",46,108,1858
47,005,96,000,TN,"Benton County Tot Mig-US &",353,715,11438
47,005,97,000,TN,"Benton County Tot Mig-US",353,715,11438
47,005,97,001,TN,"Benton County Tot Mig-Same",215,442,6520
47,005,97,003,TN,"Benton County Tot Mig-Diff",138,273,4918
47,005,98,000,TN,"Benton County Tot Mig-Forei",d,d,d
47,005,47,005,TN,"Benton County Non-Migrants",5204,11540,185461
47,005,47,079,TN,"Henry County",48,92,1212
47,005,47,017,TN,"Carroll County",37,76,1030
47,005,47,085,TN,"Humphreys County",21,42,812
47,005,47,157,TN,"Shelby County",13,22,518
47,005,47,113,TN,"Madison County",10,17,214
47,005,58,000,SS,"Other Flows - Same State",86,193,2735
47,005,59,000,DS,"Other Flows - Diff State",138,273,4918
47,005,59,001,DS,"Other Flows - Northeast",13,22,556
47,005,59,003,DS,"Other Flows - Midwest",27,52,1149
47,005,59,005,DS,"Other Flows - South",76,150,2420
47,005,59,007,DS,"Other Flows - West",22,49,793
47,007,96,000,TN,"Bledsoe County Tot Mig-US &",298,651,11276
