"1999 - 2000 County to County Migration Outflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Maryland,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
24,000,96,000,MD,"Total Mig - US & For",150764,280559,7054418
24,000,97,000,MD,"Total Mig - US",147743,274317,6933821
24,000,97,001,MD,"Total Mig - US Same St",76563,142968,3254004
24,000,97,003,MD,"Total Mig - US Diff St",71180,131349,3679816
24,000,98,000,MD,"Total Mig - Foreign",3021,6242,120597
24,001,96,000,MD,"Allegany County Tot Mig-US & For",1197,2216,41410
24,001,97,000,MD,"Allegany County Tot Mig-US",1182,2195,41122
24,001,97,001,MD,"Allegany County Tot Mig-Same St",323,541,10507
24,001,97,003,MD,"Allegany County Tot Mig-Diff St",859,1654,30615
24,001,98,000,MD,"Allegany County Tot Mig-Foreign",15,21,288
24,001,24,001,MD,"Allegany County Non-Migrants",24629,52999,914188
24,001,54,057,WV,"Mineral County",144,326,4187
24,001,24,043,MD,"Washington County",74,112,2021
24,001,24,023,MD,"Garrett County",61,130,2553
24,001,24,005,MD,"Baltimore County",37,53,1012
24,001,42,009,PA,"Bedford County",37,82,1209
24,001,24,021,MD,"Frederick County",35,63,1248
24,001,24,031,MD,"Montgomery County",27,45,1454
24,001,54,027,WV,"Hampshire County",24,49,569
24,001,24,003,MD,"Anne Arundel County",23,37,882
24,001,54,003,WV,"Berkeley County",19,41,590
24,001,39,153,OH,"Summit County",17,39,1357
24,001,45,051,SC,"Horry County",16,27,604
24,001,24,510,MD,Baltimore,15,22,218
24,001,39,151,OH,"Stark County",15,49,1580
24,001,51,069,VA,"Frederick County",15,26,445
24,001,24,033,MD,"Prince George's Coun",14,17,346
24,001,42,111,PA,"Somerset County",13,26,-101
24,001,54,065,WV,"Morgan County",13,28,311
24,001,42,003,PA,"Allegheny County",12,18,421
24,001,42,055,PA,"Franklin County",12,19,283
24,001,54,061,WV,"Monongalia County",12,15,298
24,001,24,047,MD,"Worcester County",10,16,191
24,001,54,023,WV,"Grant County",10,22,251
24,001,58,000,SS,"Other Flows - Same State",27,46,581
24,001,59,000,DS,"Other Flows - Diff State",500,887,18611
24,001,59,001,DS,"Other Flows - Northeast",107,205,4299
24,001,59,003,DS,"Other Flows - Midwest",72,117,2896
24,001,59,005,DS,"Other Flows - South",268,472,9789
24,001,59,007,DS,"Other Flows - West",53,93,1628
24,001,57,009,FR,"Foreign - Other flows",15,21,288
24,003,96,000,MD,"Anne Arundel Co Tot Mig-US & For",15083,28507,734151
24,003,97,000,MD,"Anne Arundel Co Tot Mig-US",14575,27403,709560
24,003,97,001,MD,"Anne Arundel Co Tot Mig-Same St",7296,13370,335055
24,003,97,003,MD,"Anne Arundel Co Tot Mig-Diff St",7279,14033,374504
24,003,98,000,MD,"Anne Arundel Co Tot Mig-Foreign",508,1104,24591
24,003,24,003,MD,"Anne Arundel Co Non-Migrants",178847,388569,11119984
24,003,24,005,MD,"Baltimore County",1435,2387,63062
24,003,24,033,MD,"Prince George's Coun",1318,2401,50412
24,003,24,510,MD,Baltimore,1067,1813,32091
24,003,24,027,MD,"Howard County",1015,1886,48651
24,003,24,031,MD,"Montgomery County",477,786,30314
24,003,57,005,FR,"Foreign - APO/FPO ZIPs",437,968,17421
24,003,24,035,MD,"Queen Anne's County",381,767,23393
24,003,24,009,MD,"Calvert County",338,765,17932
24,003,24,013,MD,"Carroll County",270,626,15804
24,003,51,059,VA,"Fairfax County",267,463,15011
24,003,11,001,DC,"District Of Columbia",216,306,10155
24,003,24,025,MD,"Harford County",163,308,8384
24,003,24,017,MD,"Charles County",125,258,5446
24,003,24,021,MD,"Frederick County",124,274,7188
24,003,06,073,CA,"San Diego County",119,241,4396
24,003,24,047,MD,"Worcester County",119,227,10357
24,003,12,033,FL,"Escambia County",115,151,2650
24,003,24,011,MD,"Caroline County",111,208,3926
24,003,10,005,DE,"Sussex County",99,173,5188
24,003,15,003,HI,"Honolulu County",90,213,4275
24,003,51,153,VA,"Prince William Count",84,171,4039
24,003,06,037,CA,"Los Angeles County",81,117,3343
24,003,51,013,VA,"Arlington County",81,106,4435
24,003,51,107,VA,"Loudoun County",78,163,6238
24,003,51,810,VA,"Virginia Beach",74,157,3181
24,003,51,510,VA,Alexandria,69,91,3791
24,003,48,029,TX,"Bexar County",68,153,3278
