"1998 - 1999 County to County Migration Inflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
Arkansas,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
05,000,96,000,AR,"Total Mig - US & For",65779,139309,1960044
05,000,97,000,AR,"Total Mig - US",64723,137555,1944217
05,000,97,001,AR,"Total Mig - US Same St",35412,74523,940741
05,000,97,003,AR,"Total Mig - US Diff St",29311,63032,1003477
05,000,98,000,AR,"Total Mig - Foreign",1056,1754,15826
05,001,96,000,AR,"Arkansas County Tot Mig-US & For",412,906,10009
05,001,97,000,AR,"Arkansas County Tot Mig-US",412,906,10009
05,001,97,001,AR,"Arkansas County Tot Mig-Same St",284,619,6965
05,001,97,003,AR,"Arkansas County Tot Mig-Diff St",128,287,3044
05,001,05,001,AR,"Arkansas County Non-Migrants",7312,16365,246935
05,001,05,119,AR,"Pulaski County",55,105,1375
05,001,05,069,AR,"Jefferson County",37,80,739
05,001,05,117,AR,"Prairie County",27,77,566
05,001,05,085,AR,"Lonoke County",16,33,357
05,001,05,095,AR,"Monroe County",16,47,391
05,001,05,041,AR,"Desha County",15,29,339
05,001,05,043,AR,"Drew County",11,19,132
05,001,05,045,AR,"Faulkner County",10,19,171
05,001,58,000,SS,"Other Flows - Same State",97,210,2895
05,001,59,000,DS,"Other Flows - Diff State",128,287,3044
05,003,96,000,AR,"Ashley County Tot Mig-US & For",361,817,10545
05,003,97,000,AR,"Ashley County Tot Mig-US",361,817,10545
05,003,97,001,AR,"Ashley County Tot Mig-Same St",171,380,4533
05,003,97,003,AR,"Ashley County Tot Mig-Diff St",190,437,6012
05,003,05,003,AR,"Ashley County Non-Migrants",7669,18477,274939
05,003,05,017,AR,"Chicot County",29,67,776
05,003,22,067,LA,"Morehouse Parish",26,53,670
05,003,05,043,AR,"Drew County",23,47,532
05,003,05,119,AR,"Pulaski County",17,32,361
05,003,05,139,AR,"Union County",15,32,520
05,003,05,011,AR,"Bradley County",10,22,249
05,003,05,069,AR,"Jefferson County",10,21,315
05,003,58,000,SS,"Other Flows - Same State",67,159,1779
05,003,59,000,DS,"Other Flows - Diff State",164,384,5343
05,005,96,000,AR,"Baxter County Tot Mig-US & For",1088,2230,33128
05,005,97,000,AR,"Baxter County Tot Mig-US",1088,2230,33128
05,005,97,001,AR,"Baxter County Tot Mig-Same St",387,802,9037
05,005,97,003,AR,"Baxter County Tot Mig-Diff St",701,1428,24091
05,005,05,005,AR,"Baxter County Non-Migrants",12989,27228,427121
05,005,05,089,AR,"Marion County",111,232,2394
05,005,17,031,IL,"Cook County",38,72,1728
05,005,05,065,AR,"Izard County",30,73,590
05,005,05,031,AR,"Craighead County",23,49,555
05,005,05,049,AR,"Fulton County",20,33,356
05,005,05,119,AR,"Pulaski County",20,35,624
05,005,29,153,MO,"Ozark County",20,37,263
05,005,05,009,AR,"Boone County",19,33,503
05,005,17,043,IL,"Du Page County",19,38,663
05,005,47,157,TN,"Shelby County",17,32,697
05,005,05,143,AR,"Washington County",15,26,273
05,005,29,091,MO,"Howell County",12,25,181
05,005,06,037,CA,"Los Angeles County",11,28,354
05,005,17,089,IL,"Kane County",11,18,324
05,005,29,077,MO,"Greene County",11,19,177
05,005,48,113,TX,"Dallas County",10,18,446
05,005,58,000,SS,"Other Flows - Same State",149,321,3743
05,005,59,000,DS,"Other Flows - Diff State",552,1141,19257
05,005,59,001,DS,"Other Flows - Northeast",18,35,538
05,005,59,003,DS,"Other Flows - Midwest",240,470,8855
05,005,59,005,DS,"Other Flows - South",167,398,5371
05,005,59,007,DS,"Other Flows - West",127,238,4494
05,007,96,000,AR,"Benton County Tot Mig-US & For",5119,11280,209084
05,007,97,000,AR,"Benton County Tot Mig-US",5068,11176,207677
05,007,97,001,AR,"Benton County Tot Mig-Same St",1834,3927,61587
05,007,97,003,AR,"Benton County Tot Mig-Diff St",3234,7249,146091
05,007,98,000,AR,"Benton County Tot Mig-Foreign",51,104,1406
05,007,05,007,AR,"Benton County Non-Migrants",47532,110444,2048060
05,007,05,143,AR,"Washington County",1138,2449,38803
05,007,05,015,AR,"Carroll County",151,298,3934
05,007,29,119,MO,"Mcdonald County",107,227,2416
05,007,40,041,OK,"Delaware County",94,197,2199
05,007,40,001,OK,"Adair County",92,200,1976
05,007,06,037,CA,"Los Angeles County",91,221,2165
05,007,40,143,OK,"Tulsa County",78,142,3037
05,007,29,009,MO,"Barry County",76,184,1718
05,007,05,119,AR,"Pulaski County",69,146,3581
05,007,05,131,AR,"Sebastian County",52,109,1811
05,007,05,087,AR,"Madison County",50,117,1179
05,007,48,113,TX,"Dallas County",40,91,1645
05,007,29,097,MO,"Jasper County",38,79,1225
05,007,48,439,TX,"Tarrant County",38,74,2020
05,007,04,013,AZ,"Maricopa County",36,82,1467
05,007,48,201,TX,"Harris County",33,65,1577
05,007,05,115,AR,"Pope County",32,69,1364
05,007,40,109,OK,"Oklahoma County",31,84,1389
05,007,29,077,MO,"Greene County",30,75,1588
05,007,29,095,MO,"Jackson County",29,65,1711
05,007,20,173,KS,"Sedgwick County",28,56,1398
05,007,20,091,KS,"Johnson County",27,57,1221
05,007,47,157,TN,"Shelby County",27,68,1764
05,007,29,145,MO,"Newton County",26,60,719
05,007,05,033,AR,"Crawford County",24,56,597
05,007,06,059,CA,"Orange County",24,48,1123
05,007,06,073,CA,"San Diego County",23,54,1106
05,007,06,083,CA,"Santa Barbara County",23,63,434
05,007,17,031,IL,"Cook County",22,62,1439
05,007,05,009,AR,"Boone County",20,47,405
05,007,08,041,CO,"El Paso County",20,40,752
05,007,05,045,AR,"Faulkner County",19,42,1018
05,007,05,051,AR,"Garland County",19,42,876
05,007,31,055,NE,"Douglas County",18,31,928
05,007,48,309,TX,"Mclennan County",18,49,8200
05,007,05,071,AR,"Johnson County",17,35,607
05,007,05,145,AR,"White County",17,32,391
05,007,57,005,FR,"Foreign - APO/FPO ZIPs",17,40,442
05,007,05,031,AR,"Craighead County",16,35,537
05,007,06,053,CA,"Monterey County",16,49,243
05,007,17,043,IL,"Du Page County",16,34,1302
05,007,40,021,OK,"Cherokee County",16,24,293
05,007,40,119,OK,"Payne County",16,29,399
05,007,48,141,TX,"El Paso County",16,28,395
05,007,40,027,OK,"Cleveland County",15,29,546
05,007,48,215,TX,"Hidalgo County",15,34,375
05,007,06,071,CA,"San Bernardino Count",14,29,416
05,007,48,085,TX,"Collin County",14,37,1072
05,007,05,005,AR,"Baxter County",13,20,283
05,007,05,069,AR,"Jefferson County",13,21,341
05,007,06,065,CA,"Riverside County",13,47,298
05,007,40,037,OK,"Creek County",13,38,440
05,007,40,047,OK,"Garfield County",13,27,270
05,007,40,131,OK,"Rogers County",13,25,347
05,007,05,085,AR,"Lonoke County",12,23,378
05,007,13,135,GA,"Gwinnett County",12,26,1062
05,007,48,121,TX,"Denton County",12,28,634
05,007,49,035,UT,"Salt Lake County",12,38,1572
05,007,06,111,CA,"Ventura County",11,24,507
05,007,27,053,MN,"Hennepin County",11,23,821
05,007,29,189,MO,"St Louis County",11,15,564
05,007,40,101,OK,"Muskogee County",11,28,233
05,007,47,037,TN,"Davidson County",11,26,719
