"2003-2004 County to County Migration Outflow",,,,,,,,"Ohio Outflows"
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Ohio,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
39,000,96,000,OH,"Total Mig - US & For",249825,453876,10058499
39,000,97,000,OH,"Total Mig - US",247595,450276,9990475
39,000,97,001,OH,"Total Mig - US Same St",157234,285007,5760135
39,000,97,003,OH,"Total Mig - US Diff St",90361,165269,4230341
39,000,98,000,OH,"Total Mig - Foreign",2230,3600,68023
39,001,96,000,OH,"Adams County Tot Mig-US & For",652,1338,16054
39,001,97,000,OH,"Adams County Tot Mig-US",652,1338,16054
39,001,97,001,OH,"Adams County Tot Mig-Same St",485,985,11490
39,001,97,003,OH,"Adams County Tot Mig-Diff St",167,353,4564
39,001,39,001,OH,"Adams County Non-Migrants",11195,25289,371047
39,001,39,015,OH,"Brown County",98,197,2416
39,001,39,145,OH,"Scioto County",62,137,1529
39,001,39,025,OH,"Clermont County",61,138,1405
39,001,39,071,OH,"Highland County",58,99,1133
39,001,39,131,OH,"Pike County",45,113,1039
39,001,39,061,OH,"Hamilton County",28,45,668
39,001,39,027,OH,"Clinton County",17,37,316
39,001,39,049,OH,"Franklin County",16,28,363
39,001,39,113,OH,"Montgomery County",15,24,271
39,001,21,161,KY,"Mason County",12,29,244
39,001,39,057,OH,"Greene County",11,17,391
39,001,39,141,OH,"Ross County",10,27,372
39,001,58,000,SS,"Other Flows - Same State",64,123,1588
39,001,59,000,DS,"Other Flows - Diff State",155,324,4321
39,001,59,001,DS,"Other Flows - Northeast",13,26,497
39,001,59,003,DS,"Other Flows - Midwest",29,58,876
39,001,59,005,DS,"Other Flows - South",98,215,2590
39,001,59,007,DS,"Other Flows - West",15,25,358
39,003,96,000,OH,"Allen County Tot Mig-US & For",2063,3728,75498
39,003,97,000,OH,"Allen County Tot Mig-US",2048,3712,75084
39,003,97,001,OH,"Allen County Tot Mig-Same St",1318,2391,39383
39,003,97,003,OH,"Allen County Tot Mig-Diff St",730,1321,35701
39,003,98,000,OH,"Allen County Tot Mig-Foreign",15,16,414
39,003,39,003,OH,"Allen County Non-Migrants",41530,89494,1804964
39,003,39,011,OH,"Auglaize County",213,421,6364
39,003,39,049,OH,"Franklin County",201,292,5619
39,003,39,137,OH,"Putnam County",119,250,3599
39,003,39,065,OH,"Hardin County",113,230,2863
39,003,39,063,OH,"Hancock County",102,167,3127
39,003,39,161,OH,"Van Wert County",71,140,2067
39,003,39,091,OH,"Logan County",50,99,1805
39,003,39,095,OH,"Lucas County",36,61,1157
39,003,39,061,OH,"Hamilton County",34,50,1136
39,003,39,113,OH,"Montgomery County",33,63,922
39,003,18,003,IN,"Allen County",26,48,730
39,003,39,107,OH,"Mercer County",26,50,649
39,003,39,173,OH,"Wood County",24,42,941
39,003,39,041,OH,"Delaware County",22,43,843
39,003,39,035,OH,"Cuyahoga County",20,29,475
39,003,39,149,OH,"Shelby County",20,32,634
39,003,39,039,OH,"Defiance County",14,30,394
39,003,17,031,IL,"Cook County",13,19,287
39,003,12,103,FL,"Pinellas County",12,19,330
39,003,04,013,AZ,"Maricopa County",11,18,2215
39,003,18,097,IN,"Marion County",11,20,249
39,003,12,081,FL,"Manatee County",10,20,454
39,003,39,045,OH,"Fairfield County",10,17,250
39,003,39,153,OH,"Summit County",10,13,167
39,003,58,000,SS,"Other Flows - Same State",200,362,6372
39,003,59,000,DS,"Other Flows - Diff State",647,1177,31437
39,003,59,001,DS,"Other Flows - Northeast",48,82,1640
39,003,59,003,DS,"Other Flows - Midwest",167,298,6925
39,003,59,005,DS,"Other Flows - South",342,636,20169
39,003,59,007,DS,"Other Flows - West",90,161,2704
39,003,57,009,FR,"Foreign - Other flows",15,16,414
39,005,96,000,OH,"Ashland County Tot Mig-US & For",1306,2484,40732
39,005,97,000,OH,"Ashland County Tot Mig-US",1295,2464,40631
39,005,97,001,OH,"Ashland County Tot Mig-Same St",944,1747,28151
39,005,97,003,OH,"Ashland County Tot Mig-Diff St",351,717,12479
39,005,98,000,OH,"Ashland County Tot Mig-Foreign",11,20,102
39,005,39,005,OH,"Ashland County Non-Migrants",20747,44387,842200
39,005,39,139,OH,"Richland County",258,513,7087
39,005,39,169,OH,"Wayne County",109,205,2883
39,005,39,049,OH,"Franklin County",104,134,2464
39,005,39,077,OH,"Huron County",63,122,1750
39,005,39,103,OH,"Medina County",61,115,1811
39,005,39,093,OH,"Lorain County",60,116,1659
39,005,39,035,OH,"Cuyahoga County",41,66,991
39,005,39,075,OH,"Holmes County",27,57,977
39,005,39,153,OH,"Summit County",20,40,640
39,005,39,033,OH,"Crawford County",19,34,646
39,005,39,041,OH,"Delaware County",15,25,1407
39,005,39,083,OH,"Knox County",15,36,479
39,005,39,151,OH,"Stark County",12,23,426
39,005,12,081,FL,"Manatee County",11,15,263
39,005,39,061,OH,"Hamilton County",11,15,207
39,005,39,117,OH,"Morrow County",10,21,659
39,005,58,000,SS,"Other Flows - Same State",119,225,4065
39,005,59,000,DS,"Other Flows - Diff State",340,702,12217
39,005,59,001,DS,"Other Flows - Northeast",41,87,1121
39,005,59,003,DS,"Other Flows - Midwest",65,167,2366
39,005,59,005,DS,"Other Flows - South",185,357,7559
39,005,59,007,DS,"Other Flows - West",49,91,1170
39,005,57,009,FR,"Foreign - Other flows",11,20,102
39,007,96,000,OH,"Ashtabula Count Tot Mig-US & For",1861,3406,50005
39,007,97,000,OH,"Ashtabula Count Tot Mig-US",1846,3388,49817
39,007,97,001,OH,"Ashtabula Count Tot Mig-Same St",1043,1848,28597
39,007,97,003,OH,"Ashtabula Count Tot Mig-Diff St",803,1540,21220
39,007,98,000,OH,"Ashtabula Count Tot Mig-Foreign",15,18,188
39,007,39,007,OH,"Ashtabula Count Non-Migrants",38473,83235,1376249
39,007,39,085,OH,"Lake County",348,644,9646
