"2003-2004 County to County Migration Outflow",,,,,,,,"Indiana Outflows"
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Indiana,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
18,000,96,000,IN,"Total Mig - US & For",148998,282479,5655295
18,000,97,000,IN,"Total Mig - US",147866,280624,5624617
18,000,97,001,IN,"Total Mig - US Same St",90542,171566,3253257
18,000,97,003,IN,"Total Mig - US Diff St",57324,109058,2371360
18,000,98,000,IN,"Total Mig - Foreign",1132,1855,30678
18,001,96,000,IN,"Adams County Tot Mig-US & For",610,1211,17269
18,001,97,000,IN,"Adams County Tot Mig-US",610,1211,17269
18,001,97,001,IN,"Adams County Tot Mig-Same St",408,788,11604
18,001,97,003,IN,"Adams County Tot Mig-Diff St",202,423,5664
18,001,18,001,IN,"Adams County Non-Migrants",11713,29651,497166
18,001,18,003,IN,"Allen County",154,262,4338
18,001,18,179,IN,"Wells County",78,156,2099
18,001,18,075,IN,"Jay County",48,129,895
18,001,39,161,OH,"Van Wert County",21,49,575
18,001,18,097,IN,"Marion County",16,23,515
18,001,39,107,OH,"Mercer County",16,44,616
18,001,18,057,IN,"Hamilton County",10,15,273
18,001,58,000,SS,"Other Flows - Same State",102,203,3485
18,001,59,000,DS,"Other Flows - Diff State",165,330,4474
18,003,96,000,IN,"Allen County Tot Mig-US & For",6130,11828,267881
18,003,97,000,IN,"Allen County Tot Mig-US",6076,11744,266049
18,003,97,001,IN,"Allen County Tot Mig-Same St",2691,4937,101341
18,003,97,003,IN,"Allen County Tot Mig-Diff St",3385,6807,164708
18,003,98,000,IN,"Allen County Tot Mig-Foreign",54,84,1832
18,003,18,003,IN,"Allen County Non-Migrants",124904,281698,6355397
18,003,18,097,IN,"Marion County",336,495,8938
18,003,18,183,IN,"Whitley County",285,562,11869
18,003,18,033,IN,"De Kalb County",255,514,9507
18,003,18,113,IN,"Noble County",196,385,6646
18,003,18,069,IN,"Huntington County",176,307,8003
18,003,18,179,IN,"Wells County",157,332,6049
18,003,17,031,IL,"Cook County",126,184,3844
18,003,18,151,IN,"Steuben County",116,206,6975
18,003,18,001,IN,"Adams County",114,221,3535
18,003,18,057,IN,"Hamilton County",113,247,6946
18,003,18,085,IN,"Kosciusko County",85,157,3735
18,003,04,013,AZ,"Maricopa County",84,141,3096
18,003,18,105,IN,"Monroe County",77,97,1556
18,003,18,141,IN,"St Joseph County",67,118,2444
18,003,18,035,IN,"Delaware County",65,95,1413
18,003,18,039,IN,"Elkhart County",62,102,1817
18,003,18,157,IN,"Tippecanoe County",57,88,1635
18,003,18,087,IN,"Lagrange County",56,101,2812
18,003,12,071,FL,"Lee County",48,77,4089
18,003,39,095,OH,"Lucas County",44,103,3094
18,003,18,053,IN,"Grant County",40,73,1089
18,003,29,189,MO,"St Louis County",40,95,3630
18,003,06,037,CA,"Los Angeles County",39,69,896
18,003,39,049,OH,"Franklin County",38,58,1358
18,003,18,169,IN,"Wabash County",36,74,1115
18,003,26,125,MI,"Oakland County",36,70,2162
18,003,18,089,IN,"Lake County",35,70,1275
18,003,12,057,FL,"Hillsborough County",34,60,1102
18,003,18,063,IN,"Hendricks County",33,95,2386
18,003,18,095,IN,"Madison County",33,54,742
18,003,57,005,FR,"Foreign - APO/FPO ZIPs",32,41,599
18,003,12,103,FL,"Pinellas County",31,62,1557
18,003,26,163,MI,"Wayne County",29,68,1398
18,003,32,003,NV,"Clark County",29,49,1200
18,003,39,161,OH,"Van Wert County",29,52,845
18,003,17,043,IL,"Du Page County",28,55,1592
18,003,39,113,OH,"Montgomery County",28,50,857
18,003,39,125,OH,"Paulding County",28,48,737
18,003,04,019,AZ,"Pima County",27,65,1611
18,003,39,039,OH,"Defiance County",27,54,672
18,003,26,023,MI,"Branch County",25,54,2996
18,003,39,035,OH,"Cuyahoga County",23,40,716
18,003,12,021,FL,"Collier County",22,47,1320
18,003,12,099,FL,"Palm Beach County",22,36,1504
18,003,18,081,IN,"Johnson County",22,40,889
18,003,26,081,MI,"Kent County",22,55,1333
18,003,48,201,TX,"Harris County",22,44,751
18,003,12,095,FL,"Orange County",21,35,581
18,003,18,127,IN,"Porter County",21,40,1016
18,003,26,077,MI,"Kalamazoo County",21,41,1380
18,003,39,173,OH,"Wood County",21,48,1078
18,003,09,003,CT,"Hartford County",19,41,1169
18,003,12,031,FL,"Duval County",19,32,730
18,003,06,073,CA,"San Diego County",18,28,249
18,003,12,115,FL,"Sarasota County",18,35,2007
18,003,12,009,FL,"Brevard County",17,25,429
18,003,12,081,FL,"Manatee County",17,36,1000
18,003,18,099,IN,"Marshall County",17,30,397
18,003,21,111,KY,"Jefferson County",17,25,552
18,003,26,021,MI,"Berrien County",17,38,616
18,003,29,183,MO,"St Charles County",17,46,1401
18,003,12,015,FL,"Charlotte County",16,37,1157
18,003,39,003,OH,"Allen County",16,33,502
18,003,12,011,FL,"Broward County",15,24,3889
18,003,12,101,FL,"Pasco County",15,22,776
18,003,12,117,FL,"Seminole County",15,42,673
18,003,18,167,IN,"Vigo County",15,24,274
18,003,26,099,MI,"Macomb County",15,58,1292
18,003,37,119,NC,"Mecklenburg County",15,39,879
18,003,39,017,OH,"Butler County",15,27,464
18,003,18,011,IN,"Boone County",14,34,1270
18,003,39,171,OH,"Williams County",14,24,354
18,003,47,037,TN,"Davidson County",14,24,337
18,003,08,031,CO,"Denver County",13,16,390
18,003,12,105,FL,"Polk County",13,24,516
18,003,13,067,GA,"Cobb County",13,31,435
18,003,13,089,GA,"De Kalb County",13,27,409
18,003,13,135,GA,"Gwinnett County",13,31,470
18,003,18,059,IN,"Hancock County",13,28,608
18,003,39,051,OH,"Fulton County",13,27,838
18,003,39,061,OH,"Hamilton County",13,15,443
18,003,42,101,PA,"Philadelphia County",13,17,375
18,003,47,157,TN,"Shelby County",13,42,973
18,003,48,453,TX,"Travis County",13,23,498
18,003,55,025,WI,"Dane County",13,15,325
18,003,55,079,WI,"Milwaukee County",13,28,249
18,003,06,059,CA,"Orange County",12,25,471
18,003,13,121,GA,"Fulton County",12,24,1190
18,003,18,049,IN,"Fulton County",12,16,425
18,003,18,067,IN,"Howard County",12,22,416
18,003,18,177,IN,"Wayne County",12,23,384
18,003,21,015,KY,"Boone County",12,27,579
18,003,26,065,MI,"Ingham County",12,24,426
18,003,37,051,NC,"Cumberland County",12,16,202
18,003,37,133,NC,"Onslow County",12,15,219
18,003,18,091,IN,"La Porte County",11,17,266
18,003,26,075,MI,"Jackson County",11,15,311
18,003,48,113,TX,"Dallas County",11,21,580
18,003,48,439,TX,"Tarrant County",11,19,470
18,003,06,071,CA,"San Bernardino Count",10,20,437
18,003,08,041,CO,"El Paso County",10,18,268
18,003,17,097,IL,"Lake County",10,19,410
18,003,21,047,KY,"Christian County",10,18,148
18,003,26,049,MI,"Genesee County",10,18,459
18,003,26,161,MI,"Washtenaw County",10,12,321
18,003,36,061,NY,"New York County",10,10,324
18,003,39,041,OH,"Delaware County",10,16,1117
18,003,39,103,OH,"Medina County",10,21,577
18,003,45,019,SC,"Charleston County",10,12,154
18,003,48,029,TX,"Bexar County",10,20,1500
18,003,51,810,VA,"Virginia Beach",10,20,289
18,003,58,000,SS,"Other Flows - Same State",148,270,4909
18,003,59,000,DS,"Other Flows - Diff State",1751,3725,84461
18,003,59,001,DS,"Other Flows - Northeast",189,356,10835
18,003,59,003,DS,"Other Flows - Midwest",567,1339,27073
18,003,59,005,DS,"Other Flows - South",732,1497,35724
18,003,59,007,DS,"Other Flows - West",263,533,10829
18,003,57,009,FR,"Foreign - Other flows",22,43,1233
18,005,96,000,IN,"Bartholomew Cou Tot Mig-US & For",1801,3524,70285
18,005,97,000,IN,"Bartholomew Cou Tot Mig-US",1781,3486,69110
18,005,97,001,IN,"Bartholomew Cou Tot Mig-Same St",1131,2176,36933
18,005,97,003,IN,"Bartholomew Cou Tot Mig-Diff St",650,1310,32177
18,005,98,000,IN,"Bartholomew Cou Tot Mig-Foreign",20,38,1175
18,005,18,005,IN,"Bartholomew Cou Non-Migrants",28435,64587,1468205
18,005,18,081,IN,"Johnson County",214,432,7262
18,005,18,097,IN,"Marion County",168,260,5631
18,005,18,079,IN,"Jennings County",141,291,3241
18,005,18,071,IN,"Jackson County",131,250,3950
18,005,18,013,IN,"Brown County",86,182,2724
18,005,18,031,IN,"Decatur County",60,136,1959
18,005,18,105,IN,"Monroe County",53,78,1244
18,005,18,145,IN,"Shelby County",38,74,1221
18,005,18,057,IN,"Hamilton County",22,39,1159
18,005,17,031,IL,"Cook County",15,16,371
18,005,18,157,IN,"Tippecanoe County",15,27,451
18,005,18,109,IN,"Morgan County",14,23,393
18,005,21,111,KY,"Jefferson County",13,23,372
18,005,18,063,IN,"Hendricks County",12,22,472
18,005,04,013,AZ,"Maricopa County",11,19,362
18,005,12,031,FL,"Duval County",11,22,219
18,005,12,071,FL,"Lee County",11,23,951
18,005,12,115,FL,"Sarasota County",11,23,526
18,005,18,167,IN,"Vigo County",10,22,287
18,005,39,061,OH,"Hamilton County",10,15,345
18,005,58,000,SS,"Other Flows - Same State",167,340,6938
18,005,59,000,DS,"Other Flows - Diff State",568,1169,29032
18,005,59,001,DS,"Other Flows - Northeast",44,113,3506
18,005,59,003,DS,"Other Flows - Midwest",140,308,7692
18,005,59,005,DS,"Other Flows - South",311,620,15219
18,005,59,007,DS,"Other Flows - West",73,128,2615
18,005,57,009,FR,"Foreign - Other flows",20,38,1175
18,007,96,000,IN,"Benton County Tot Mig-US & For",348,681,10366
18,007,97,000,IN,"Benton County Tot Mig-US",348,681,10366
18,007,97,001,IN,"Benton County Tot Mig-Same St",267,528,8008
18,007,97,003,IN,"Benton County Tot Mig-Diff St",81,153,2358
18,007,18,007,IN,"Benton County Non-Migrants",3505,8139,139407
18,007,18,157,IN,"Tippecanoe County",148,281,4452
18,007,18,171,IN,"Warren County",20,36,514
